junction_id,hour,avg_speed_kmh,speed_std_dev,vehicle_count,pedestrian_count,signal_phase,cctv_quality,pothole_detected,wrong_way_driving,near_miss_event
JN-0378,3,41.9,15.72,161,6,Green,SD,0,0,0
JN-0121,3,30.4,16.06,21,33,Green,Blurry,0,0,0
JN-0418,3,56.4,11.5,99,50,Green,Blurry,0,0,0
JN-0043,3,52.4,17.72,163,13,Yellow,HD,0,0,1
JN-0061,3,50.6,12.29,67,5,Off,HD,1,0,0
JN-0274,3,42.9,10.93,121,27,Red,HD,1,0,0
JN-0127,3,30.8,8.22,156,2,Yellow,HD,0,0,0
JN-0405,3,63.7,6.83,28,35,Red,HD,0,0,1
JN-0044,3,53.1,13.38,180,10,Green,HD,0,0,0
JN-0156,3,55.6,12.62,41,46,Green,HD,1,0,0
JN-0276,3,36.0,17.81,38,9,Red,Blurry,0,0,0
JN-0128,3,37.9,12.88,168,5,Red,SD,0,0,0
JN-0022,3,23.0,14.13,3,11,Green,HD,0,0,0
JN-0404,3,21.7,7.51,141,21,Red,HD,0,0,1
JN-0189,3,24.6,15.41,20,38,Yellow,SD,0,0,0
JN-0424,3,20.5,13.47,78,38,Red,SD,1,0,0
JN-0190,3,43.3,10.62,146,20,Red,SD,0,0,0
JN-0003,3,46.5,11.79,147,19,Red,HD,0,0,0
JN-0440,3,24.5,10.45,167,31,Green,SD,0,0,0
JN-0187,3,26.1,11.5,76,30,Red,HD,1,0,0
JN-0386,3,41.0,13.88,174,23,Green,HD,1,0,1
JN-0111,3,49.9,11.36,79,45,Yellow,Blurry,1,0,0
JN-0118,3,49.5,11.31,82,24,Yellow,SD,0,0,0
JN-0033,3,35.6,4.63,153,40,Green,SD,0,0,0
JN-0287,3,49.7,13.29,121,17,Green,HD,0,0,0
JN-0114,3,70.7,18.81,13,22,Green,Offline,1,1,0
JN-0022,3,31.3,13.27,61,50,Green,SD,0,0,0
JN-0380,3,39.3,17.76,61,20,Red,HD,0,0,0
JN-0472,3,42.3,6.67,93,42,Green,HD,0,0,0
JN-0207,3,46.2,14.09,70,25,Green,SD,0,0,0
JN-0122,3,50.3,12.15,44,21,Green,Offline,0,1,0
JN-0373,3,21.0,5.85,8,31,Green,HD,0,0,1
JN-0012,3,54.3,3.5,30,0,Red,Offline,0,0,0
JN-0352,3,28.9,18.59,134,43,Red,SD,0,1,0
JN-0342,3,41.1,3.56,52,42,Red,SD,0,0,0
JN-0470,3,23.9,10.95,84,16,Red,Blurry,1,0,0
JN-0415,3,36.7,6.54,117,3,Red,Blurry,0,0,0
JN-0339,3,43.2,13.57,72,48,Red,HD,0,0,0
JN-0074,3,14.8,14.11,94,42,Green,HD,0,0,0
JN-0186,3,70.4,5.76,4,45,Red,SD,0,0,0
JN-0035,3,36.3,8.86,98,32,Green,SD,1,0,0
JN-0020,3,49.0,17.55,130,32,Green,SD,1,0,0
JN-0067,3,35.5,11.88,151,44,Green,Blurry,0,0,0
JN-0184,3,25.9,16.19,20,24,Red,SD,0,0,0
JN-0353,3,55.5,8.3,60,32,Red,SD,0,0,0
JN-0398,3,29.6,12.68,132,22,Red,HD,0,1,0
JN-0249,3,37.1,9.78,12,2,Red,SD,0,0,0
JN-0094,3,45.6,10.1,7,17,Green,Blurry,0,0,0
JN-0118,3,39.1,9.31,179,25,Green,SD,0,0,0
JN-0391,3,42.8,13.45,102,12,Green,HD,1,0,0
JN-0290,3,25.5,2.88,172,25,Green,HD,0,0,0
JN-0229,3,28.8,13.43,33,5,Green,HD,0,0,0
JN-0251,3,39.9,20.71,27,16,Red,SD,0,0,0
JN-0291,3,37.5,8.98,40,46,Green,HD,0,0,0
JN-0307,3,5.0,12.89,78,21,Red,SD,0,1,0
JN-0037,4,26.6,12.85,148,18,Green,SD,0,0,0
JN-0029,4,35.6,14.36,43,17,Red,HD,0,1,0
JN-0393,4,68.3,12.37,22,22,Green,HD,0,0,1
JN-0489,4,66.8,20.05,110,19,Off,HD,0,0,1
JN-0304,4,42.8,2.08,61,40,Green,HD,0,0,0
JN-0493,4,32.6,11.69,177,49,Green,HD,0,0,0
JN-0050,4,64.8,16.41,107,41,Red,Blurry,0,0,0
JN-0104,4,60.9,19.02,8,25,Yellow,Blurry,0,0,1
JN-0288,4,42.4,5.43,180,34,Green,Offline,0,0,1
JN-0069,4,47.6,5.88,6,43,Off,SD,0,0,0
JN-0333,4,42.1,9.57,149,35,Green,HD,0,0,0
JN-0091,4,41.3,11.34,156,25,Green,HD,0,0,0
JN-0019,4,47.4,8.6,98,33,Green,HD,0,0,0
JN-0323,4,50.3,10.61,89,21,Green,HD,0,0,0
JN-0481,4,40.8,12.74,22,8,Red,SD,1,0,0
JN-0385,4,18.2,11.73,95,3,Off,Offline,1,0,0
JN-0397,4,55.9,13.71,149,44,Off,SD,0,0,0
JN-0346,4,30.1,11.73,68,20,Red,HD,0,0,0
JN-0441,4,42.3,9.15,123,5,Green,SD,0,0,0
JN-0274,4,46.5,9.34,14,8,Red,HD,0,0,0
JN-0008,4,18.6,13.38,154,17,Green,Blurry,0,0,0
JN-0190,4,55.3,20.53,4,24,Red,Blurry,1,0,0
JN-0392,4,43.7,2.51,99,27,Red,HD,0,0,0
JN-0251,4,50.0,8.75,173,29,Red,HD,0,0,0
JN-0406,4,5.0,9.15,23,34,Green,Blurry,0,0,0
JN-0463,4,48.8,11.92,97,36,Red,HD,0,0,0
JN-0178,4,33.5,12.03,62,23,Red,HD,0,0,0
JN-0073,4,58.4,14.69,106,19,Red,HD,0,0,1
JN-0395,4,13.7,14.2,31,17,Red,HD,1,0,0
JN-0126,4,20.7,6.17,155,37,Red,HD,1,0,0
JN-0371,4,22.4,5.77,108,9,Yellow,Blurry,0,0,0
JN-0040,4,41.8,20.31,180,24,Red,Blurry,0,0,0
JN-0124,4,30.8,7.96,108,42,Green,Offline,0,0,0
JN-0272,4,43.5,8.92,80,0,Green,SD,0,0,0
JN-0421,4,68.3,7.21,73,14,Green,Blurry,0,0,0
JN-0031,4,39.8,12.0,125,21,Green,HD,0,0,1
JN-0078,4,22.2,7.42,134,31,Green,Blurry,0,0,0
JN-0412,4,39.7,11.87,171,11,Red,Blurry,1,0,0
JN-0310,4,34.4,9.93,43,43,Green,SD,1,0,0
JN-0073,4,56.1,7.29,168,40,Red,HD,1,0,0
JN-0351,4,69.8,12.6,125,6,Green,HD,0,0,0
JN-0351,4,29.4,16.96,34,6,Green,Blurry,0,0,1
JN-0387,4,31.0,20.72,31,50,Red,HD,0,0,0
JN-0256,4,34.7,18.8,29,31,Red,Offline,1,0,1
JN-0059,4,39.7,9.27,13,30,Off,HD,0,0,0
JN-0475,4,27.1,27.51,55,7,Red,HD,0,0,0
JN-0300,4,45.9,13.59,129,7,Yellow,SD,0,0,0
JN-0275,4,40.0,5.74,61,45,Green,HD,1,0,0
JN-0175,4,33.0,17.35,80,14,Green,HD,0,0,0
JN-0424,4,47.0,12.4,59,28,Green,SD,0,0,0
JN-0357,4,48.4,6.81,52,44,Red,Blurry,1,0,0
JN-0126,4,34.5,13.6,36,23,Red,SD,0,0,0
JN-0207,4,65.0,17.89,177,49,Green,SD,1,0,0
JN-0458,4,39.1,13.2,53,46,Green,HD,1,0,0
JN-0018,4,29.9,17.53,168,13,Green,Blurry,0,0,0
JN-0057,4,18.4,17.82,131,49,Off,HD,0,0,0
JN-0384,4,41.4,17.75,100,23,Green,HD,1,0,1
JN-0268,4,43.4,10.76,54,44,Red,SD,0,0,0
JN-0013,4,16.5,23.87,147,11,Red,Blurry,0,0,0
JN-0148,4,45.1,5.69,60,5,Green,Blurry,1,1,0
JN-0302,4,9.7,4.94,92,15,Red,Offline,1,0,0
JN-0123,4,48.2,7.02,106,24,Red,HD,1,0,0
JN-0426,4,36.5,1.18,22,50,Red,HD,0,0,0
JN-0129,4,26.9,9.64,48,49,Green,HD,0,0,0
JN-0012,4,11.6,8.29,81,31,Yellow,HD,0,0,0
JN-0466,4,8.9,6.06,80,18,Red,HD,0,0,0
JN-0026,4,64.3,11.56,61,20,Red,HD,0,0,0
JN-0499,4,45.7,18.41,61,24,Red,SD,1,0,0
JN-0273,4,55.3,7.59,98,21,Red,Blurry,0,0,0
JN-0165,4,35.0,16.69,27,27,Green,SD,0,0,0
JN-0398,4,45.2,9.09,121,27,Green,SD,1,0,1
JN-0167,4,42.8,17.17,96,16,Green,Blurry,0,0,0
JN-0090,4,23.4,4.11,22,19,Red,HD,0,0,0
JN-0218,4,39.0,5.95,166,10,Red,HD,0,0,0
JN-0308,4,24.5,13.73,142,11,Green,HD,0,0,0
JN-0491,4,13.5,8.19,151,16,Red,Blurry,1,0,0
JN-0107,4,38.4,6.26,49,41,Off,SD,0,0,0
JN-0106,4,53.2,14.57,39,22,Green,SD,0,0,0
JN-0212,4,58.7,10.22,110,28,Red,HD,0,0,0
JN-0106,4,37.4,4.21,9,48,Green,SD,0,0,0
JN-0121,4,61.1,9.76,112,4,Green,HD,0,0,0
JN-0080,4,46.0,11.74,167,0,Red,HD,0,0,0
JN-0022,4,34.4,13.33,34,10,Red,HD,0,0,0
JN-0384,4,42.2,16.15,125,49,Red,HD,0,0,0
JN-0052,4,55.1,14.33,153,47,Green,HD,0,0,0
JN-0074,4,39.3,14.34,9,27,Off,HD,0,0,0
JN-0146,4,22.1,12.13,128,25,Green,SD,0,0,1
JN-0382,4,33.9,22.21,17,43,Red,SD,0,0,0
JN-0158,4,40.9,4.1,38,21,Green,HD,0,0,0
JN-0190,4,30.5,15.17,3,39,Red,HD,0,0,1
JN-0280,4,26.7,11.95,78,24,Green,HD,0,0,0
JN-0254,4,35.6,8.12,84,38,Green,HD,0,0,1
JN-0265,4,52.5,5.94,112,3,Red,SD,0,0,1
JN-0029,4,56.3,14.59,180,12,Red,Blurry,1,0,0
JN-0278,4,22.1,16.31,45,6,Yellow,HD,0,0,0
JN-0167,4,30.6,9.49,156,37,Green,HD,0,0,0
JN-0147,4,64.4,6.77,158,4,Green,SD,1,0,1
JN-0208,4,52.9,7.94,104,7,Red,HD,0,0,0
JN-0028,4,48.9,6.75,69,45,Green,HD,0,0,0
JN-0112,4,37.8,15.42,89,37,Yellow,Offline,0,0,0
JN-0329,4,50.3,0.02,10,24,Green,HD,0,0,0
JN-0019,4,16.6,17.86,29,31,Green,SD,0,0,0
JN-0128,4,55.8,2.92,120,29,Green,HD,1,0,0
JN-0473,4,53.0,6.49,123,32,Green,Blurry,0,0,0
JN-0046,4,6.1,2.3,5,21,Green,HD,0,0,0
JN-0269,4,30.6,10.76,146,23,Green,HD,1,0,1
JN-0074,4,33.8,9.84,106,50,Green,SD,1,0,0
JN-0102,4,40.9,7.41,111,26,Red,SD,0,0,0
JN-0244,4,30.7,4.95,149,28,Red,SD,0,1,0
JN-0213,4,34.2,7.88,70,47,Yellow,SD,1,0,0
JN-0240,4,27.0,8.28,79,46,Off,HD,1,0,0
JN-0486,4,39.7,7.74,104,49,Green,HD,0,0,0
JN-0164,4,53.7,12.86,76,11,Green,SD,0,0,0
JN-0297,4,28.2,9.29,75,18,Red,Blurry,0,0,0
JN-0191,4,51.0,14.48,11,14,Red,SD,0,0,0
JN-0197,4,55.4,16.95,112,33,Green,HD,0,0,0
JN-0005,4,29.0,0.12,52,46,Red,SD,0,0,0
JN-0130,4,60.9,16.4,108,42,Green,SD,0,0,0
JN-0028,4,66.3,5.79,81,19,Green,HD,0,0,1
JN-0069,4,24.1,12.23,132,12,Red,SD,0,0,0
JN-0126,5,35.6,8.59,125,41,Green,SD,0,0,0
JN-0099,5,25.0,13.06,139,3,Red,SD,1,0,0
JN-0137,5,62.9,12.62,51,28,Green,HD,0,0,0
JN-0491,5,56.1,7.4,138,23,Green,HD,0,0,0
JN-0379,5,35.1,16.8,18,11,Green,SD,0,0,0
JN-0195,5,31.7,11.85,132,32,Green,SD,0,0,0
JN-0410,5,61.2,18.18,49,27,Red,HD,0,0,1
JN-0296,5,27.3,9.48,178,12,Green,HD,0,0,0
JN-0308,5,32.7,6.63,79,8,Red,Blurry,0,0,0
JN-0368,5,54.3,6.65,172,39,Red,HD,0,1,0
JN-0368,5,22.3,8.61,39,13,Red,HD,1,1,0
JN-0092,5,50.9,15.72,123,39,Red,HD,0,0,0
JN-0356,5,50.6,14.62,74,9,Green,Blurry,0,0,0
JN-0428,5,23.0,9.31,39,6,Green,HD,0,0,0
JN-0301,5,31.4,15.45,136,31,Red,Blurry,0,0,0
JN-0471,5,37.4,7.94,158,17,Red,Blurry,0,1,0
JN-0288,5,27.0,12.59,114,25,Off,HD,1,0,0
JN-0443,5,37.3,18.0,178,9,Green,HD,1,0,0
JN-0500,5,12.6,17.95,170,7,Red,HD,0,0,0
JN-0412,5,24.6,9.68,39,18,Off,SD,0,0,0
JN-0032,5,28.2,11.97,124,0,Green,HD,0,0,0
JN-0424,5,16.0,26.09,16,32,Off,HD,1,0,0
JN-0487,5,57.7,11.6,172,27,Green,HD,0,0,0
JN-0111,5,26.5,10.64,127,30,Green,SD,0,0,0
JN-0131,5,44.8,8.41,46,40,Red,HD,0,0,0
JN-0010,5,28.2,13.5,113,25,Yellow,SD,1,0,1
JN-0095,5,46.0,16.22,37,38,Red,Blurry,0,0,1
JN-0257,5,42.2,10.5,150,48,Off,HD,1,0,1
JN-0177,5,42.2,11.88,161,17,Green,SD,0,0,0
JN-0225,5,43.1,16.89,170,29,Green,SD,0,0,0
JN-0457,5,38.7,14.58,63,37,Red,HD,0,0,0
JN-0244,5,20.3,10.43,76,31,Green,Blurry,0,0,0
JN-0103,5,41.5,10.04,103,9,Green,HD,0,0,0
JN-0284,5,44.0,16.1,161,18,Yellow,Blurry,0,0,1
JN-0232,5,37.0,12.4,36,31,Green,HD,0,0,0
JN-0344,5,42.5,8.16,63,27,Green,Blurry,0,0,0
JN-0419,5,56.5,10.9,72,12,Red,HD,0,0,0
JN-0270,5,61.8,3.64,8,23,Red,SD,0,0,0
JN-0261,5,51.8,17.62,42,8,Green,HD,0,0,0
JN-0181,5,29.7,8.25,137,45,Red,SD,1,0,1
JN-0362,5,49.1,12.74,35,7,Green,SD,0,0,0
JN-0149,5,52.0,5.18,155,7,Red,Blurry,0,0,0
JN-0033,5,34.4,13.41,172,4,Off,Offline,0,0,0
JN-0341,5,9.5,12.38,139,27,Green,Blurry,0,0,0
JN-0219,5,43.9,17.16,19,47,Red,HD,0,0,0
JN-0384,5,12.3,18.89,38,38,Off,SD,0,0,0
JN-0016,5,30.7,6.99,128,23,Yellow,SD,1,0,0
JN-0100,5,48.3,12.96,170,0,Green,Blurry,0,0,0
JN-0170,5,26.3,2.93,100,5,Red,HD,0,1,0
JN-0122,5,50.4,11.23,141,46,Red,SD,0,0,0
JN-0098,5,35.6,13.24,5,24,Red,HD,0,0,0
JN-0449,5,33.3,9.09,9,32,Red,SD,0,0,1
JN-0055,5,38.6,8.24,3,16,Green,HD,1,0,0
JN-0173,5,38.5,10.66,144,24,Yellow,HD,0,0,0
JN-0340,5,28.5,13.85,132,44,Green,HD,0,0,0
JN-0029,5,58.4,8.9,36,45,Green,HD,0,0,0
JN-0404,5,60.0,14.74,154,13,Green,SD,0,1,0
JN-0280,5,19.4,16.5,83,17,Red,Blurry,0,0,0
JN-0463,5,62.5,22.6,153,27,Yellow,HD,0,0,0
JN-0478,5,31.7,6.72,89,42,Green,SD,1,1,0
JN-0274,5,33.3,7.2,66,30,Red,HD,1,0,0
JN-0171,5,42.7,17.65,46,26,Green,HD,0,0,0
JN-0394,5,28.2,11.01,88,22,Red,HD,0,0,0
JN-0355,5,48.0,18.33,12,38,Red,SD,0,0,0
JN-0288,5,23.7,18.78,71,18,Yellow,HD,0,0,0
JN-0037,5,21.3,10.34,6,44,Green,Blurry,0,0,0
JN-0182,5,65.8,11.71,18,7,Red,Blurry,0,1,0
JN-0489,5,18.3,6.71,5,48,Red,HD,0,0,0
JN-0413,5,52.3,4.95,147,26,Red,Blurry,0,1,0
JN-0174,5,64.8,16.12,47,0,Red,HD,0,0,0
JN-0003,5,23.9,11.14,25,12,Green,HD,0,0,0
JN-0450,5,41.2,12.79,19,38,Green,HD,0,0,0
JN-0258,5,52.5,10.84,83,4,Green,HD,0,0,0
JN-0297,5,27.3,11.45,143,14,Red,HD,1,0,0
JN-0041,5,46.2,12.25,156,35,Green,HD,0,0,0
JN-0111,5,43.7,13.29,52,50,Red,HD,0,0,1
JN-0074,5,35.7,9.99,129,28,Red,HD,0,0,0
JN-0063,5,8.1,13.35,113,4,Red,SD,0,0,0
JN-0156,5,31.0,19.6,41,33,Yellow,HD,0,0,0
JN-0339,5,36.0,18.11,146,46,Red,HD,0,0,0
JN-0031,5,51.8,13.02,160,12,Yellow,SD,0,0,0
JN-0358,5,52.5,20.94,139,35,Red,HD,0,0,0
JN-0142,5,25.6,13.69,63,47,Green,SD,0,0,0
JN-0186,5,45.2,13.14,65,28,Red,SD,0,0,0
JN-0331,5,29.5,22.66,86,3,Yellow,SD,0,0,0
JN-0047,5,42.6,10.03,76,5,Green,HD,0,0,0
JN-0390,5,37.1,14.95,161,1,Red,SD,0,0,0
JN-0440,5,38.4,6.61,3,26,Green,SD,0,0,0
JN-0392,5,26.3,12.51,64,47,Yellow,HD,0,0,0
JN-0295,5,15.8,13.19,133,15,Green,SD,0,0,0
JN-0356,5,27.1,11.45,58,5,Yellow,HD,1,0,0
JN-0139,5,29.0,2.81,170,11,Green,HD,1,0,1
JN-0380,5,46.2,15.02,79,13,Green,HD,0,0,0
JN-0394,5,20.2,5.18,5,25,Yellow,HD,0,0,0
JN-0239,5,31.3,3.4,123,18,Green,HD,0,0,0
JN-0407,5,48.1,8.99,41,49,Green,HD,0,0,0
JN-0067,5,5.0,8.57,24,35,Green,SD,1,0,0
JN-0197,5,39.0,11.12,179,36,Green,HD,0,0,0
JN-0087,5,44.4,12.65,91,40,Red,HD,0,0,0
JN-0182,5,60.6,6.6,113,19,Green,HD,1,0,0
JN-0334,5,31.6,12.75,63,13,Green,HD,0,0,1
JN-0420,5,53.0,9.49,78,19,Off,Blurry,0,0,0
JN-0275,5,49.4,4.11,22,24,Yellow,HD,0,0,0
JN-0126,5,38.4,22.76,46,6,Green,SD,0,0,1
JN-0347,5,20.6,5.86,95,13,Green,HD,0,0,0
JN-0044,5,26.2,6.35,21,26,Green,HD,1,0,1
JN-0203,5,19.5,11.83,31,21,Green,Blurry,0,0,0
JN-0344,5,33.1,3.91,64,19,Yellow,Offline,0,0,0
JN-0364,5,24.1,7.87,28,49,Green,SD,0,0,0
JN-0120,5,19.8,16.56,87,4,Green,HD,0,1,0
JN-0100,5,47.1,14.24,103,49,Red,HD,0,0,0
JN-0500,5,16.9,10.9,48,45,Red,Blurry,1,0,1
JN-0126,5,21.4,6.38,139,49,Green,SD,1,0,0
JN-0406,5,45.4,12.97,22,45,Green,HD,1,0,0
JN-0130,5,30.6,8.2,159,2,Red,SD,0,0,1
JN-0166,5,42.7,8.19,146,6,Green,HD,1,0,0
JN-0454,5,56.8,13.63,117,7,Red,HD,0,0,0
JN-0098,5,23.3,13.49,52,34,Red,Offline,1,0,0
JN-0354,5,50.0,12.84,109,37,Green,HD,0,0,0
JN-0229,5,27.4,14.28,180,4,Off,SD,0,0,0
JN-0112,6,5.5,12.31,108,21,Green,HD,0,0,1
JN-0443,6,38.6,4.86,20,41,Green,SD,0,0,0
JN-0159,6,40.4,8.44,160,0,Yellow,SD,0,0,0
JN-0020,6,55.7,14.1,40,31,Green,HD,1,0,0
JN-0439,6,38.3,19.37,156,34,Green,SD,0,0,0
JN-0152,6,41.0,13.91,180,0,Red,Blurry,0,0,0
JN-0082,6,35.1,12.92,84,10,Green,HD,1,0,0
JN-0368,6,5.0,14.91,101,43,Yellow,HD,0,0,0
JN-0500,6,37.9,10.15,169,6,Green,SD,1,0,0
JN-0153,6,50.1,13.58,85,39,Green,HD,0,1,0
JN-0013,6,40.2,6.43,97,20,Red,SD,0,0,0
JN-0284,6,25.3,13.43,82,9,Red,HD,0,0,0
JN-0059,6,36.7,1.51,145,43,Yellow,SD,0,0,0
JN-0366,6,45.4,1.83,161,4,Red,SD,0,0,0
JN-0049,6,43.8,12.97,143,33,Green,Blurry,0,0,0
JN-0251,6,56.0,11.27,79,50,Red,Blurry,1,0,1
JN-0310,6,31.9,14.33,179,41,Yellow,SD,1,0,0
JN-0451,6,39.0,6.11,95,34,Red,Blurry,1,0,0
JN-0257,6,54.7,13.56,104,29,Green,SD,0,0,0
JN-0378,6,51.7,18.57,140,25,Off,HD,0,0,0
JN-0363,6,33.7,15.8,164,31,Green,HD,1,0,1
JN-0094,6,49.1,6.76,114,24,Red,Offline,0,0,0
JN-0330,6,33.7,12.08,95,10,Red,SD,1,0,0
JN-0037,6,37.1,19.07,28,46,Green,Offline,0,0,0
JN-0009,6,32.8,14.53,100,40,Green,HD,0,0,0
JN-0362,6,52.0,4.79,65,9,Yellow,SD,0,0,0
JN-0128,6,37.4,11.85,30,20,Red,HD,1,0,0
JN-0001,6,32.4,17.43,43,29,Green,HD,0,0,0
JN-0192,6,30.4,13.32,165,48,Off,Blurry,0,0,0
JN-0287,6,11.9,18.02,119,5,Green,HD,0,0,0
JN-0204,6,53.6,16.67,117,18,Green,SD,1,0,0
JN-0017,6,28.1,11.04,97,37,Green,SD,0,0,0
JN-0160,6,59.2,10.38,161,5,Green,HD,0,0,0
JN-0261,6,21.3,10.81,8,11,Red,HD,1,0,0
JN-0231,6,45.1,12.09,115,11,Yellow,HD,0,1,0
JN-0363,6,33.7,14.34,9,12,Red,HD,0,0,0
JN-0014,6,18.6,8.51,154,39,Green,Blurry,0,1,0
JN-0451,6,58.6,16.89,101,28,Green,HD,0,0,0
JN-0236,6,57.9,13.0,146,47,Green,SD,0,0,0
JN-0359,6,42.6,16.98,154,24,Green,SD,0,0,0
JN-0380,6,29.3,17.52,72,26,Red,SD,1,0,0
JN-0481,6,16.8,21.17,118,20,Red,SD,0,0,0
JN-0467,6,23.6,15.74,154,42,Green,SD,1,0,0
JN-0321,6,66.3,16.66,120,3,Green,HD,0,0,0
JN-0360,6,42.2,9.41,161,22,Green,Blurry,0,0,0
JN-0113,6,87.9,13.13,20,48,Red,SD,1,0,0
JN-0043,6,41.0,15.29,78,23,Green,SD,0,1,0
JN-0005,6,31.1,12.14,150,39,Red,HD,0,0,0
JN-0416,6,27.3,12.72,123,41,Green,HD,1,0,0
JN-0198,6,40.6,5.79,132,12,Red,HD,1,0,1
JN-0082,6,59.3,12.18,61,27,Red,SD,0,0,0
JN-0468,6,23.0,14.43,175,35,Green,SD,0,0,0
JN-0453,6,44.9,3.53,64,45,Red,HD,1,0,0
JN-0083,6,39.5,16.54,146,17,Green,HD,0,0,0
JN-0256,6,33.3,13.68,37,17,Green,SD,1,0,0
JN-0300,6,51.0,21.82,8,7,Red,Offline,0,0,0
JN-0337,6,39.7,20.15,116,25,Red,HD,0,0,0
JN-0216,6,39.8,0.61,166,43,Green,Blurry,0,0,0
JN-0229,6,47.8,25.83,124,33,Green,SD,0,0,0
JN-0459,6,47.1,8.7,134,34,Off,Offline,0,0,0
JN-0090,6,34.1,8.09,137,46,Red,HD,0,0,0
JN-0344,6,16.1,10.46,29,22,Green,Blurry,1,0,0
JN-0381,6,47.8,2.79,110,45,Green,SD,0,0,0
JN-0450,6,46.1,10.36,14,47,Green,Offline,0,0,0
JN-0458,6,14.2,15.63,109,29,Green,HD,0,0,0
JN-0012,6,19.2,12.52,75,6,Green,SD,0,0,0
JN-0134,6,28.6,14.15,63,30,Red,Blurry,0,0,0
JN-0437,6,20.1,4.08,68,6,Green,HD,0,0,0
JN-0463,6,27.3,11.6,133,46,Green,HD,1,0,0
JN-0196,6,31.7,5.91,139,27,Green,HD,0,0,0
JN-0365,6,23.1,12.26,76,43,Green,HD,0,0,0
JN-0327,6,36.4,17.0,39,43,Green,SD,0,0,0
JN-0044,6,25.6,5.07,97,17,Red,HD,0,0,0
JN-0283,6,45.1,10.58,13,45,Green,HD,1,0,0
JN-0265,6,19.8,11.48,57,47,Green,SD,0,1,1
JN-0114,6,34.7,9.09,122,9,Green,HD,0,0,0
JN-0285,6,29.7,17.65,177,9,Red,HD,0,0,1
JN-0083,6,30.3,12.11,103,40,Red,Blurry,0,0,0
JN-0297,6,54.7,7.78,76,17,Red,Offline,1,0,0
JN-0180,6,5.0,11.43,61,45,Red,SD,0,0,0
JN-0377,6,47.2,11.76,67,31,Green,Blurry,0,0,1
JN-0112,6,44.0,5.8,73,7,Green,HD,1,0,0
JN-0140,6,61.3,9.99,178,7,Green,HD,0,0,0
JN-0243,6,28.2,18.88,134,13,Green,SD,0,0,0
JN-0058,6,17.0,15.27,126,46,Yellow,HD,0,0,0
JN-0256,6,20.1,12.3,126,10,Green,HD,0,0,0
JN-0112,6,11.7,9.2,131,25,Red,Blurry,0,0,0
JN-0166,6,49.0,18.86,17,37,Yellow,Blurry,0,0,0
JN-0196,6,36.6,13.15,143,44,Green,HD,0,0,0
JN-0489,6,23.2,12.06,107,27,Green,HD,0,0,1
JN-0394,6,14.0,6.46,123,19,Yellow,SD,0,0,0
JN-0304,6,72.3,16.58,142,23,Red,HD,0,0,0
JN-0206,6,28.8,10.82,107,48,Red,Blurry,0,0,0
JN-0270,6,56.4,12.31,64,33,Red,Blurry,1,0,0
JN-0406,6,44.8,18.32,96,34,Yellow,HD,1,0,0
JN-0097,6,51.5,8.05,152,34,Red,HD,0,0,0
JN-0154,6,27.5,10.93,129,26,Green,HD,0,0,0
JN-0353,6,54.1,9.38,162,49,Yellow,HD,1,0,0
JN-0497,6,21.5,5.73,147,32,Green,SD,0,0,0
JN-0019,6,22.4,13.57,120,36,Green,Offline,1,0,0
JN-0283,6,33.2,14.96,117,26,Red,HD,1,0,0
JN-0273,6,61.6,12.01,146,49,Red,SD,0,1,0
JN-0265,6,39.7,6.49,55,33,Green,SD,1,0,0
JN-0131,6,18.3,3.05,21,12,Off,Blurry,0,0,0
JN-0429,6,21.9,23.64,9,19,Yellow,HD,0,0,0
JN-0481,6,32.9,15.47,73,46,Green,Blurry,1,0,0
JN-0437,6,54.2,13.68,7,3,Red,SD,0,0,0
JN-0203,6,32.8,10.14,145,4,Green,HD,0,0,0
JN-0429,6,32.4,12.9,164,21,Green,SD,0,0,1
JN-0202,6,55.7,7.25,120,50,Red,SD,0,0,0
JN-0218,6,56.5,14.85,161,12,Red,HD,0,0,0
JN-0322,6,46.2,6.42,53,31,Red,HD,0,0,0
JN-0500,6,66.2,7.65,47,31,Red,Blurry,0,0,0
JN-0108,6,38.9,12.01,132,49,Red,HD,0,0,0
JN-0065,6,49.3,16.12,51,12,Red,Offline,0,0,0
JN-0285,6,42.5,15.54,20,2,Red,HD,1,0,0
JN-0106,6,40.9,8.8,175,28,Red,SD,0,0,0
JN-0056,6,16.8,16.21,106,46,Red,Blurry,0,0,0
JN-0250,6,91.1,9.56,149,39,Green,Blurry,1,0,0
JN-0268,6,44.4,12.91,40,11,Yellow,HD,0,1,0
JN-0106,7,35.8,11.79,19,9,Red,SD,0,0,0
JN-0106,7,36.5,18.97,103,40,Red,HD,0,0,1
JN-0159,7,32.9,12.31,129,28,Green,HD,0,0,0
JN-0430,7,27.8,3.62,16,7,Green,HD,1,0,0
JN-0338,7,44.1,16.05,5,13,Green,SD,0,0,0
JN-0150,7,41.5,13.89,104,2,Green,Offline,0,0,0
JN-0223,7,36.7,11.27,155,17,Green,Blurry,1,0,0
JN-0314,7,64.7,17.08,67,5,Green,HD,0,0,0
JN-0350,7,31.1,14.91,63,25,Red,Blurry,0,0,0
JN-0327,7,11.4,14.27,138,26,Green,HD,0,0,0
JN-0174,7,45.5,21.88,165,15,Yellow,SD,1,1,0
JN-0139,7,62.3,17.42,73,32,Green,HD,0,0,0
