vehicle_type,driver_age,driving_experience_yrs,gender,license_valid,helmet_or_seatbelt,alcohol_detected,mobile_phone_use,fatigue_score,vehicle_age_years,last_service_months,past_accident_count
Truck/HCV,22,4,Male,1,0,1,0,0.36,0,35,3
Tempo,65,11,Male,1,0,0,1,0.201,24,1,0
Two-Wheeler,42,4,Male,1,0,0,1,0.125,9,5,0
Two-Wheeler,63,18,Male,1,0,0,1,0.165,14,11,1
Bus,39,21,Male,1,1,0,1,0.196,14,33,0
Auto-Rickshaw,48,30,Male,0,0,0,1,0.236,10,20,0
E-Rickshaw,31,13,Male,1,1,0,1,0.329,0,10,0
Truck/HCV,20,2,Male,1,0,0,0,0.342,15,0,3
Auto-Rickshaw,51,31,Male,1,1,1,1,0.114,24,31,0
Bus,26,8,Male,1,1,0,1,0.019,13,20,1
Auto-Rickshaw,22,4,Male,0,1,0,0,0.147,3,21,0
Bus,49,12,Female,0,1,0,1,0.1,24,27,1
E-Rickshaw,59,1,Male,1,1,0,0,0.279,12,27,2
Car/SUV,43,25,Male,1,1,0,0,0.04,12,35,2
Two-Wheeler,32,14,Male,1,1,0,0,0.266,2,27,1
Auto-Rickshaw,18,0,Female,1,1,0,1,0.13,15,15,1
Truck/HCV,57,6,Male,0,1,0,0,0.339,22,10,0
Two-Wheeler,51,3,Male,1,1,0,1,0.376,2,29,0
Car/SUV,20,2,Female,1,1,0,0,0.383,16,24,0
E-Rickshaw,33,2,Male,1,0,0,0,0.108,8,1,1
Truck/HCV,57,1,Male,1,0,0,0,0.585,2,3,3
Two-Wheeler,50,14,Male,1,0,0,0,0.293,13,16,0
Tempo,33,15,Male,1,1,0,1,0.478,17,16,2
Tractor,33,15,Male,1,1,0,1,0.527,4,29,1
Truck/HCV,37,11,Female,1,0,0,0,0.282,15,11,0
Car/SUV,40,16,Female,1,1,0,0,0.204,2,24,1
Auto-Rickshaw,61,2,Male,1,0,0,1,0.218,23,18,0
E-Rickshaw,59,20,Female,0,0,0,0,0.335,0,29,0
Two-Wheeler,39,21,Male,0,1,0,0,0.619,20,18,0
Tempo,32,14,Male,0,1,0,1,0.251,4,2,0
E-Rickshaw,41,23,Female,1,1,0,1,0.147,19,24,0
Truck/HCV,33,15,Female,0,0,0,1,0.234,3,15,0
Tempo,54,7,Male,1,1,0,1,0.447,2,27,0
Bus,19,1,Male,0,1,0,1,0.407,1,8,0
Bus,60,17,Male,0,1,1,0,0.733,12,21,1
E-Rickshaw,31,13,Female,1,0,1,0,0.17,0,12,0
Two-Wheeler,47,2,Male,1,0,0,0,0.127,6,19,1
Auto-Rickshaw,20,2,Male,1,1,0,0,0.093,18,14,1
Bus,28,6,Male,1,0,0,0,0.132,1,26,2
Bus,23,3,Female,1,1,0,0,0.143,23,32,1
Bus,45,17,Male,1,0,1,0,0.231,2,19,0
Tempo,48,30,Female,1,0,0,1,0.121,15,10,0
Tractor,35,17,Male,1,0,0,0,0.39,2,16,0
Two-Wheeler,56,10,Female,0,1,0,0,0.02,0,20,0
Bus,37,14,Male,1,0,0,0,0.528,3,6,1
Truck/HCV,32,1,Male,1,1,1,0,0.176,11,8,0
Two-Wheeler,31,2,Female,1,1,0,0,0.061,15,29,0
Bus,23,5,Female,1,1,0,0,0.382,24,11,0
Car/SUV,40,4,Female,1,1,1,1,0.248,21,28,0
Auto-Rickshaw,62,25,Male,0,1,0,0,0.097,6,29,3
Tempo,55,32,Female,1,0,0,0,0.381,23,9,0
Tempo,60,1,Male,1,1,0,0,0.297,19,8,0
Two-Wheeler,64,33,Female,1,0,0,1,0.42,6,22,0
Tractor,40,3,Male,0,1,0,0,0.414,0,18,0
Tempo,45,20,Male,1,1,1,0,0.369,0,18,0
Car/SUV,22,4,Male,1,0,0,0,0.134,14,35,0
Tractor,55,19,Male,0,1,0,0,0.437,20,6,1
Auto-Rickshaw,25,7,Male,0,0,0,0,0.275,15,21,0
Tractor,64,4,Other,0,1,0,1,0.176,8,28,0
Two-Wheeler,27,9,Male,1,1,0,0,0.497,7,25,1
Truck/HCV,59,15,Male,1,0,0,0,0.251,10,4,3
Tractor,30,12,Male,1,0,1,1,0.118,19,7,0
Tempo,44,26,Male,0,1,0,0,0.281,8,33,0
Tempo,19,1,Male,1,1,1,1,0.296,10,8,0
Tractor,38,5,Male,0,0,0,0,0.266,17,1,2
Car/SUV,60,30,Male,1,1,0,1,0.151,10,1,0
Auto-Rickshaw,36,18,Male,1,1,0,0,0.119,15,29,2
Bus,29,11,Male,1,0,0,0,0.322,0,34,1
Auto-Rickshaw,21,3,Male,1,0,0,1,0.173,6,12,0
Auto-Rickshaw,22,4,Male,1,1,0,0,0.137,5,1,0
Truck/HCV,24,6,Male,1,1,0,0,0.377,2,0,0
Two-Wheeler,20,2,Male,1,1,0,1,0.066,17,12,0
Truck/HCV,51,20,Male,1,1,0,0,0.129,7,36,0
Car/SUV,38,20,Male,0,0,0,1,0.106,5,13,0
Tractor,55,7,Male,1,1,0,1,0.435,19,36,0
E-Rickshaw,42,0,Male,1,1,1,0,0.107,14,32,0
E-Rickshaw,61,8,Male,1,0,0,0,0.08,4,11,0
Tempo,52,5,Male,1,1,0,1,0.243,6,30,0
E-Rickshaw,54,13,Male,1,1,0,1,0.402,20,13,0
Tempo,38,20,Male,1,1,1,0,0.243,2,35,1
Two-Wheeler,34,16,Male,1,0,0,0,0.141,23,11,0
E-Rickshaw,31,13,Male,1,0,0,1,0.138,0,23,0
Bus,38,8,Male,0,0,0,0,0.127,16,34,1
E-Rickshaw,33,15,Male,1,1,0,0,0.225,16,33,0
Tractor,54,3,Female,0,0,0,0,0.319,11,10,1
Tractor,33,15,Male,1,0,0,0,0.289,0,12,0
Auto-Rickshaw,18,0,Female,1,0,0,1,0.071,12,30,0
Auto-Rickshaw,60,20,Female,0,1,0,0,0.172,13,13,0
Tractor,47,20,Male,1,0,0,0,0.436,0,0,1
E-Rickshaw,65,4,Male,1,0,1,1,0.6,16,36,0
Tempo,20,2,Female,1,1,1,1,0.261,14,16,0
E-Rickshaw,45,8,Male,0,0,0,0,0.191,8,12,2
E-Rickshaw,62,19,Female,1,1,0,1,0.35,18,13,1
Tractor,30,12,Male,1,0,0,0,0.376,7,31,0
Auto-Rickshaw,19,1,Male,1,0,0,0,0.179,8,16,1
Car/SUV,44,26,Male,1,1,0,0,0.098,5,29,2
Auto-Rickshaw,40,22,Female,0,1,0,0,0.262,19,14,0
E-Rickshaw,24,6,Other,1,0,0,0,0.184,25,15,0
Two-Wheeler,35,15,Male,1,1,0,0,0.459,24,14,1
Auto-Rickshaw,49,24,Male,1,0,0,0,0.165,15,28,0
Bus,30,0,Male,1,1,0,0,0.313,0,21,0
E-Rickshaw,38,20,Male,0,1,0,0,0.486,22,5,0
Car/SUV,19,1,Male,1,1,0,0,0.456,8,14,0
Two-Wheeler,22,4,Male,0,0,0,0,0.269,20,22,1
E-Rickshaw,63,23,Female,1,1,0,0,0.453,5,3,0
Tempo,43,5,Male,1,1,0,1,0.351,0,15,1
Two-Wheeler,38,20,Male,1,0,0,0,0.326,5,19,0
Car/SUV,46,21,Male,1,0,0,1,0.395,9,16,0
Tempo,59,16,Male,1,1,0,0,0.152,5,31,0
Bus,21,3,Female,0,1,0,0,0.095,17,33,0
Auto-Rickshaw,33,5,Male,0,0,0,0,0.48,5,0,1
Two-Wheeler,26,8,Female,1,1,0,1,0.353,4,19,1
Bus,42,24,Female,0,1,0,0,0.133,0,28,2
Car/SUV,18,0,Male,0,0,0,0,0.305,11,2,0
Auto-Rickshaw,28,10,Male,0,0,1,1,0.649,18,26,0
E-Rickshaw,34,16,Male,1,1,0,0,0.707,14,2,0
Bus,49,30,Male,0,0,0,0,0.239,3,31,0
E-Rickshaw,19,1,Male,1,0,0,1,0.583,2,7,0
Tractor,25,7,Female,0,1,0,0,0.202,6,31,0
Tractor,60,22,Male,0,0,1,0,0.339,8,35,1
Tempo,25,7,Male,0,0,0,1,0.347,10,25,0
Car/SUV,53,21,Male,1,1,0,0,0.105,13,1,2
Truck/HCV,32,14,Male,1,1,0,0,0.298,12,30,0
Truck/HCV,54,3,Male,1,1,1,1,0.377,4,10,0
Bus,54,8,Male,1,1,0,0,0.045,24,24,0
Two-Wheeler,46,2,Male,1,0,0,0,0.438,22,3,3
Bus,62,1,Male,0,0,0,1,0.319,11,35,1
Auto-Rickshaw,64,23,Male,1,1,1,1,0.274,18,12,0
Truck/HCV,21,1,Female,1,0,0,0,0.075,24,13,0
Car/SUV,49,8,Male,1,0,0,0,0.067,19,13,1
Auto-Rickshaw,38,20,Male,1,1,0,0,0.413,25,7,0
Auto-Rickshaw,44,15,Male,1,1,0,0,0.171,22,17,0
Bus,55,8,Male,1,0,0,1,0.129,7,5,1
Car/SUV,48,29,Male,1,0,0,0,0.295,23,22,1
Two-Wheeler,43,16,Male,0,1,0,0,0.718,17,10,1
Auto-Rickshaw,44,13,Male,1,0,0,1,0.049,20,34,0
E-Rickshaw,51,20,Male,0,1,0,0,0.699,12,24,0
Two-Wheeler,58,10,Female,0,0,0,1,0.502,14,24,0
Tractor,24,6,Female,1,0,1,0,0.391,10,34,2
Tempo,29,11,Male,1,1,0,0,0.227,17,7,0
Two-Wheeler,60,34,Female,1,0,0,0,0.132,9,9,1
E-Rickshaw,51,17,Male,0,0,0,0,0.27,23,16,1
Auto-Rickshaw,18,0,Male,1,1,1,0,0.452,20,15,0
Truck/HCV,52,25,Male,0,0,0,0,0.208,22,25,1
Truck/HCV,59,12,Female,1,1,0,0,0.104,17,18,1
E-Rickshaw,49,11,Female,1,0,0,0,0.069,0,26,0
Two-Wheeler,60,19,Male,0,0,0,0,0.483,13,30,1
Two-Wheeler,27,2,Male,1,1,0,1,0.342,24,28,0
E-Rickshaw,47,13,Male,1,0,0,0,0.161,21,4,1
Bus,55,30,Male,1,0,0,0,0.525,21,14,0
Truck/HCV,19,1,Male,0,1,0,0,0.096,9,31,1
E-Rickshaw,34,0,Male,0,1,0,0,0.141,5,31,0
Tempo,38,10,Male,1,1,0,1,0.597,2,14,0
Bus,64,19,Female,1,1,0,0,0.515,4,18,3
Auto-Rickshaw,62,1,Male,0,1,0,0,0.213,5,1,0
Bus,43,25,Male,1,0,0,0,0.449,20,32,0
Truck/HCV,52,16,Male,1,1,0,1,0.151,15,21,0
Tempo,21,3,Male,1,1,0,1,0.463,10,32,1
E-Rickshaw,46,5,Male,1,0,0,0,0.361,24,4,1
Car/SUV,57,30,Female,0,0,0,0,0.189,1,22,2
Two-Wheeler,56,13,Male,1,1,0,0,0.092,24,28,0
Two-Wheeler,27,3,Male,1,1,0,0,0.074,4,32,1
Two-Wheeler,52,32,Male,1,1,0,0,0.326,5,3,3
Tempo,43,20,Female,1,1,0,0,0.205,15,10,2
E-Rickshaw,30,12,Male,1,1,0,1,0.111,12,21,2
Tempo,65,11,Female,1,1,1,0,0.266,1,31,1
Two-Wheeler,56,15,Female,1,0,0,0,0.486,10,17,0
Car/SUV,43,25,Male,1,1,0,1,0.202,25,9,0
E-Rickshaw,56,6,Female,1,1,0,0,0.22,4,3,0
Tempo,60,26,Female,1,0,0,0,0.098,17,21,1
Tractor,20,2,Male,1,1,0,0,0.126,11,35,2
Bus,61,23,Male,1,1,1,0,0.448,12,5,1
Tempo,39,4,Female,1,1,0,1,0.394,9,5,0
Tempo,39,4,Male,0,0,1,1,0.284,15,17,0
Car/SUV,40,9,Female,1,0,0,0,0.554,13,12,0
Tempo,31,9,Male,1,1,0,0,0.145,10,20,0
Bus,23,5,Other,1,1,0,0,0.212,24,10,2
Car/SUV,29,9,Male,1,1,0,0,0.652,0,32,0
Tractor,60,21,Male,1,1,0,0,0.618,4,30,1
Two-Wheeler,61,12,Male,1,0,1,1,0.263,24,12,0
Car/SUV,18,0,Male,1,0,0,1,0.058,4,15,2
Car/SUV,51,18,Male,1,0,0,0,0.152,18,23,0
E-Rickshaw,58,30,Male,1,1,0,0,0.497,11,6,0
Tractor,56,33,Male,0,0,0,0,0.234,19,28,0
Bus,22,4,Male,1,0,0,0,0.019,6,18,0
Bus,40,8,Male,1,1,0,0,0.295,18,15,1
Tractor,27,9,Male,1,1,0,0,0.15,25,13,3
Tempo,41,23,Male,1,0,0,0,0.308,3,29,0
Car/SUV,51,4,Male,1,0,0,1,0.419,8,4,0
E-Rickshaw,28,10,Male,0,1,0,0,0.319,5,33,1
Car/SUV,32,14,Male,0,1,0,0,0.56,25,0,0
Auto-Rickshaw,54,19,Male,0,0,0,1,0.126,15,14,0
Car/SUV,24,0,Male,1,0,0,1,0.099,3,36,0
Car/SUV,23,5,Male,0,1,0,0,0.303,4,18,0
E-Rickshaw,28,2,Male,1,1,0,1,0.254,10,6,2
Tractor,41,4,Male,1,0,1,1,0.338,10,7,2
Truck/HCV,55,28,Male,1,1,0,1,0.35,20,34,0
Tractor,58,5,Male,0,0,0,1,0.213,17,18,0
Tractor,49,12,Male,1,1,0,0,0.202,25,10,1
E-Rickshaw,32,14,Male,0,0,0,0,0.243,18,2,0
Car/SUV,36,18,Male,1,1,0,0,0.289,15,7,0
Tempo,48,30,Male,1,0,0,0,0.175,3,12,2
Auto-Rickshaw,24,6,Male,0,1,1,1,0.269,17,2,0
Two-Wheeler,23,5,Male,1,0,0,0,0.451,4,28,0
Bus,36,18,Male,0,1,0,0,0.102,23,22,0
Tempo,19,1,Male,1,1,1,0,0.473,14,17,1
Two-Wheeler,32,14,Male,1,0,0,0,0.128,18,12,1
E-Rickshaw,59,3,Male,0,1,0,0,0.213,5,36,0
Auto-Rickshaw,65,23,Male,0,1,1,0,0.265,8,2,0
Tempo,49,19,Male,0,0,0,1,0.084,5,31,1
Auto-Rickshaw,64,21,Male,1,1,0,0,0.105,11,25,0
Truck/HCV,39,21,Female,1,0,0,1,0.236,8,19,3
Tempo,36,18,Male,1,0,0,1,0.199,4,8,0
E-Rickshaw,36,7,Male,0,0,0,0,0.447,25,18,0
Two-Wheeler,46,26,Male,0,1,0,0,0.171,8,10,1
Auto-Rickshaw,26,8,Male,1,1,0,0,0.097,15,11,0
Two-Wheeler,38,12,Male,1,0,0,1,0.378,7,13,0
Truck/HCV,58,18,Female,0,0,0,1,0.187,4,23,1
Two-Wheeler,48,29,Male,1,0,1,0,0.305,22,12,3
Truck/HCV,46,28,Male,1,1,0,1,0.145,19,17,0
Truck/HCV,27,0,Male,1,1,0,0,0.335,22,21,0
Tractor,46,23,Male,1,0,0,1,0.226,19,9,0
Auto-Rickshaw,44,26,Male,1,0,0,1,0.244,19,16,1
Tractor,58,1,Male,1,0,0,0,0.543,24,6,2
Auto-Rickshaw,44,8,Male,1,1,0,0,0.237,10,31,0
Tractor,50,20,Male,1,1,0,0,0.176,2,4,0
Auto-Rickshaw,30,4,Female,1,1,1,0,0.699,7,24,0
Tempo,25,7,Female,1,0,1,0,0.355,7,2,0
Two-Wheeler,60,2,Female,1,1,0,0,0.05,18,3,0
Two-Wheeler,37,3,Female,1,1,0,0,0.495,13,29,2
Tempo,25,7,Male,1,1,0,0,0.287,11,2,0
Auto-Rickshaw,51,18,Male,0,0,0,0,0.484,16,14,1
Car/SUV,42,24,Male,1,1,1,0,0.315,2,14,0
Car/SUV,43,13,Male,1,1,0,1,0.283,20,31,1
Tractor,54,21,Male,1,1,1,0,0.022,11,17,0
Tractor,21,3,Female,1,1,0,1,0.233,10,5,0
Truck/HCV,43,25,Male,1,1,0,0,0.365,1,28,0
Bus,59,23,Other,1,1,0,0,0.543,11,16,2
Tempo,59,16,Male,0,1,0,0,0.327,7,11,0
Bus,59,6,Male,1,1,0,0,0.408,20,6,0
E-Rickshaw,39,16,Male,1,1,0,0,0.449,3,17,0
Bus,44,26,Female,1,1,1,0,0.203,10,10,0
Two-Wheeler,27,9,Female,1,1,0,0,0.183,9,34,2
Auto-Rickshaw,30,0,Female,0,1,0,0,0.503,7,5,1
Car/SUV,18,0,Male,1,1,0,0,0.172,9,5,1
Two-Wheeler,62,28,Male,1,0,0,0,0.236,22,14,3
Tempo,53,2,Male,1,1,0,0,0.138,20,15,0
Tractor,32,14,Male,0,1,0,1,0.084,8,27,1
E-Rickshaw,63,3,Male,1,0,0,1,0.151,13,19,0
Truck/HCV,19,1,Male,0,1,0,1,0.162,9,35,0
Bus,19,1,Male,1,0,0,1,0.406,5,21,1
Tempo,50,19,Male,1,1,1,1,0.511,22,31,0
Tractor,31,13,Male,0,0,0,0,0.502,1,15,1
Car/SUV,39,6,Male,1,1,0,0,0.202,12,32,0
E-Rickshaw,59,11,Female,1,0,0,0,0.142,19,25,0
Tempo,20,2,Male,0,1,0,0,0.217,12,19,0
Auto-Rickshaw,21,3,Female,0,0,0,0,0.481,5,28,2
Bus,53,17,Male,1,1,1,0,0.179,14,21,2
Car/SUV,18,0,Male,1,1,1,0,0.072,4,33,0
Truck/HCV,61,14,Male,0,0,0,0,0.125,20,6,0
Bus,29,3,Male,1,0,0,0,0.051,19,29,3
Car/SUV,63,18,Male,1,0,0,0,0.446,7,29,0
Two-Wheeler,51,3,Female,0,0,0,0,0.506,6,14,1
Tractor,32,14,Male,1,0,0,0,0.11,21,5,2
Tractor,65,24,Male,1,0,0,0,0.138,9,25,0
Tempo,51,22,Male,1,1,0,1,0.205,9,35,0
Bus,55,14,Male,1,0,0,0,0.11,16,6,2
E-Rickshaw,24,6,Female,1,1,0,0,0.471,20,29,1
Two-Wheeler,62,7,Male,1,1,1,0,0.153,19,23,0
Truck/HCV,24,6,Male,1,1,0,1,0.6,3,35,1
Auto-Rickshaw,28,6,Female,1,1,0,1,0.199,25,35,1
E-Rickshaw,42,24,Female,1,0,0,0,0.165,22,10,2
Car/SUV,61,28,Male,1,1,0,1,0.056,21,26,0
Truck/HCV,33,15,Male,1,1,0,1,0.347,13,25,1
Tractor,45,7,Female,1,0,0,0,0.483,11,35,2
Auto-Rickshaw,57,29,Female,1,0,0,0,0.565,4,33,0
Auto-Rickshaw,42,11,Male,1,0,0,0,0.273,5,31,2
Auto-Rickshaw,22,4,Male,1,0,0,0,0.273,17,12,0
E-Rickshaw,36,18,Male,0,0,0,0,0.172,9,1,0
Tractor,24,5,Other,1,1,0,1,0.48,14,3,1
Truck/HCV,36,18,Male,0,1,0,1,0.075,8,12,1
Tractor,41,7,Female,1,0,0,0,0.489,22,28,2
Two-Wheeler,62,18,Male,0,0,0,0,0.186,18,8,3
Auto-Rickshaw,23,0,Male,1,0,0,0,0.154,21,30,0
Two-Wheeler,61,25,Male,1,1,0,0,0.536,8,31,0
Tempo,46,15,Male,1,1,0,0,0.524,0,9,0
Tempo,47,16,Male,1,1,0,0,0.351,15,0,0
Truck/HCV,36,18,Male,1,1,0,0,0.075,21,18,3
Truck/HCV,55,2,Male,0,0,0,1,0.17,12,33,0
Car/SUV,45,25,Male,1,0,0,0,0.142,2,33,0
Bus,56,2,Female,1,1,0,0,0.619,5,15,1
Auto-Rickshaw,54,16,Male,0,1,0,0,0.079,23,23,0
Car/SUV,20,2,Male,1,1,0,0,0.244,15,14,1
Car/SUV,21,3,Male,1,1,1,1,0.298,22,6,0
Car/SUV,52,11,Male,1,1,0,0,0.235,2,8,0
Bus,39,21,Male,1,0,0,0,0.08,16,25,0
Tempo,22,0,Male,1,1,0,0,0.076,7,20,0
Truck/HCV,26,8,Female,1,1,0,1,0.282,0,20,1
Car/SUV,59,13,Male,0,1,0,0,0.269,2,3,0
Two-Wheeler,59,26,Male,0,1,0,0,0.189,8,12,0
Auto-Rickshaw,21,3,Male,0,0,0,0,0.381,3,29,0
Auto-Rickshaw,58,0,Male,1,1,0,0,0.389,21,24,1
Auto-Rickshaw,35,3,Male,1,1,0,0,0.318,10,23,2
Two-Wheeler,28,1,Male,0,0,0,1,0.203,16,17,0
Auto-Rickshaw,45,1,Male,1,1,0,0,0.177,11,22,0
Truck/HCV,23,5,Male,1,1,0,0,0.027,1,4,1
Tempo,42,24,Male,0,1,1,1,0.164,16,28,3
Two-Wheeler,65,20,Male,1,0,0,1,0.604,7,19,1
Tractor,51,12,Male,1,1,0,1,0.055,9,1,0
E-Rickshaw,19,1,Female,1,1,0,1,0.367,25,6,1
Two-Wheeler,27,9,Male,1,0,0,0,0.143,10,17,1
Two-Wheeler,44,26,Male,1,1,1,0,0.35,7,2,1
Car/SUV,23,5,Female,1,0,0,0,0.273,22,19,2
Two-Wheeler,50,13,Male,1,0,0,0,0.246,13,20,1
Tempo,40,5,Male,0,0,0,1,0.337,11,3,1
Auto-Rickshaw,61,10,Female,1,0,0,0,0.27,10,10,1
Two-Wheeler,42,4,Male,1,0,0,0,0.106,9,0,2
Truck/HCV,31,5,Male,1,1,0,0,0.277,8,13,1
Tractor,20,2,Male,1,0,0,0,0.199,17,22,1
Auto-Rickshaw,24,6,Male,0,1,0,1,0.554,5,30,0
Tempo,36,2,Male,1,0,0,0,0.352,9,36,0
E-Rickshaw,31,9,Female,1,0,0,0,0.576,18,25,0
Truck/HCV,56,17,Male,0,0,0,0,0.223,17,20,0
Car/SUV,24,6,Female,1,0,0,0,0.411,1,17,0
Bus,22,4,Female,1,0,0,0,0.234,10,22,0
Bus,52,9,Male,0,0,0,1,0.718,20,17,0
Bus,60,25,Female,1,0,0,0,0.106,3,8,0
Tractor,40,3,Male,0,1,0,1,0.07,6,34,0
Auto-Rickshaw,61,1,Female,1,0,0,0,0.276,10,2,1
Truck/HCV,61,22,Female,1,0,0,1,0.082,13,12,0
E-Rickshaw,45,3,Male,1,1,0,1,0.85,12,1,0
Car/SUV,22,2,Male,0,1,0,0,0.413,15,24,1
Tractor,51,33,Male,0,1,0,0,0.561,3,15,3
Auto-Rickshaw,55,0,Male,1,0,0,1,0.166,6,20,0
Bus,43,25,Male,1,0,0,0,0.571,19,13,0
E-Rickshaw,56,17,Male,1,1,0,1,0.482,12,0,0
Auto-Rickshaw,47,3,Female,1,0,0,0,0.123,9,1,0
Tempo,44,8,Male,1,1,1,1,0.17,21,33,1
Two-Wheeler,38,20,Male,0,0,0,0,0.325,2,5,1
Bus,58,5,Male,0,1,0,0,0.31,21,14,0
Truck/HCV,22,4,Male,1,0,0,0,0.34,25,28,0
Car/SUV,47,24,Female,1,0,1,0,0.18,22,29,1
Tempo,32,11,Male,1,0,1,1,0.135,14,12,1
Tempo,32,5,Female,0,1,0,0,0.249,20,0,1
E-Rickshaw,42,8,Male,1,1,0,0,0.323,11,8,2
Auto-Rickshaw,34,16,Male,1,1,0,0,0.161,16,34,1
Bus,58,5,Male,1,1,0,1,0.418,0,28,0
Truck/HCV,64,20,Male,0,0,0,0,0.172,8,21,0
Car/SUV,58,6,Male,0,1,1,1,0.109,13,28,1
Bus,34,16,Male,1,1,0,1,0.645,10,20,3
Car/SUV,30,12,Male,1,0,0,0,0.25,19,35,0
Two-Wheeler,47,24,Other,1,1,0,0,0.181,10,4,1
Two-Wheeler,44,8,Male,1,0,0,0,0.215,7,1,0
Bus,45,9,Male,1,0,0,0,0.304,9,29,3
Tractor,60,24,Male,0,1,0,0,0.103,12,12,1
E-Rickshaw,48,30,Male,0,1,0,1,0.295,19,24,0
E-Rickshaw,57,25,Male,0,0,0,1,0.159,3,11,2
Auto-Rickshaw,28,10,Male,1,0,0,0,0.156,5,24,0
Two-Wheeler,25,7,Male,1,0,0,0,0.409,18,16,1
Car/SUV,42,24,Female,1,1,0,1,0.102,9,36,0
Two-Wheeler,64,26,Male,0,1,0,0,0.151,23,5,0
Truck/HCV,38,20,Female,1,0,0,0,0.19,19,0,0
Tempo,22,4,Male,0,0,0,0,0.111,18,28,1
E-Rickshaw,47,29,Male,0,1,0,0,0.144,13,26,0
Tractor,20,2,Female,0,0,0,1,0.186,7,3,1
Tempo,57,2,Male,1,1,0,0,0.423,22,33,1
Truck/HCV,19,1,Male,1,1,0,0,0.243,17,36,1
Bus,46,28,Female,0,1,0,0,0.204,5,34,0
Car/SUV,40,22,Female,0,0,0,0,0.492,7,29,0
Car/SUV,38,20,Male,1,1,0,1,0.218,10,4,0
Bus,62,29,Female,1,0,0,0,0.54,13,27,1
Tempo,47,7,Female,1,0,0,0,0.035,21,6,0
Truck/HCV,25,1,Male,1,0,1,1,0.163,9,22,0
Tempo,29,3,Male,1,0,1,1,0.265,5,5,0
Bus,47,16,Male,1,1,0,0,0.222,8,17,2
Bus,41,14,Male,1,1,0,0,0.094,17,18,0
Bus,43,22,Male,1,0,0,0,0.363,15,21,1
Bus,65,25,Male,1,0,0,0,0.145,18,18,3
Truck/HCV,59,31,Male,0,1,1,1,0.195,17,6,0
Auto-Rickshaw,33,15,Male,1,1,0,0,0.19,17,22,1
Car/SUV,58,13,Male,0,1,0,0,0.04,10,6,0
Bus,21,3,Female,1,0,0,1,0.357,8,18,0
E-Rickshaw,47,29,Male,0,0,0,0,0.471,19,28,0
E-Rickshaw,35,17,Male,1,0,0,1,0.152,1,19,0
Truck/HCV,52,17,Female,1,1,0,1,0.128,9,31,2
Tempo,52,34,Male,1,1,0,1,0.265,17,9,0
Bus,35,17,Male,1,0,0,0,0.154,10,35,1
Tractor,40,18,Male,0,0,1,0,0.239,9,11,0
Bus,23,5,Female,1,0,0,0,0.346,9,11,0
Tempo,41,17,Male,1,1,0,1,0.069,13,31,1
E-Rickshaw,42,20,Male,1,1,0,1,0.072,15,1,1
Two-Wheeler,39,0,Female,1,0,0,0,0.451,22,26,0
Truck/HCV,62,31,Male,0,1,0,0,0.368,3,12,1
Truck/HCV,33,15,Male,1,1,0,0,0.123,18,4,2
Auto-Rickshaw,26,3,Male,1,1,0,0,0.384,17,16,0
Auto-Rickshaw,19,1,Male,1,0,0,0,0.004,13,27,3
Tractor,49,31,Male,0,0,0,1,0.337,20,1,0
Auto-Rickshaw,28,10,Male,1,1,0,0,0.313,10,16,0
Tractor,49,5,Male,0,0,0,0,0.007,19,1,0
Two-Wheeler,59,13,Male,1,1,0,1,0.245,10,6,0
Bus,57,17,Male,0,1,1,0,0.261,11,29,0
E-Rickshaw,29,11,Female,1,0,0,0,0.242,6,9,0
Truck/HCV,33,15,Female,0,0,0,0,0.278,21,9,2
Two-Wheeler,24,6,Male,0,0,0,1,0.355,16,4,1
Bus,58,28,Male,1,0,0,0,0.471,24,21,3
E-Rickshaw,46,16,Male,1,0,0,0,0.321,3,4,0
Car/SUV,37,19,Male,0,1,0,0,0.157,16,5,0
Auto-Rickshaw,47,10,Male,1,1,1,1,0.805,24,21,0
Tempo,28,10,Male,0,1,0,0,0.148,11,10,0
Truck/HCV,42,24,Male,1,0,0,0,0.17,18,10,1
Tractor,33,15,Male,1,1,0,1,0.087,25,15,0
E-Rickshaw,65,35,Female,1,1,0,1,0.336,20,31,1
Truck/HCV,65,7,Female,0,1,0,0,0.147,15,12,0
E-Rickshaw,45,10,Male,0,1,0,0,0.437,25,14,1
Auto-Rickshaw,28,10,Male,1,0,0,0,0.425,24,34,1
Tempo,34,16,Male,1,0,0,0,0.107,24,22,0
Bus,35,17,Male,1,1,0,0,0.155,13,4,0
Tractor,46,4,Female,1,1,1,0,0.061,1,34,1
Car/SUV,29,1,Female,1,0,0,0,0.164,25,18,1
Auto-Rickshaw,44,4,Male,1,0,0,0,0.643,10,22,1
Car/SUV,40,9,Male,1,1,0,0,0.307,0,13,0
Tractor,55,8,Other,1,1,0,1,0.485,20,31,1
Truck/HCV,22,4,Male,1,1,0,0,0.273,13,33,0
Truck/HCV,43,5,Male,1,0,0,1,0.292,2,20,1
Tempo,57,8,Male,1,1,0,0,0.145,6,19,0
Auto-Rickshaw,28,7,Male,1,0,0,0,0.082,8,4,0
Tempo,44,0,Male,1,1,0,0,0.202,3,25,1
Bus,26,0,Male,1,1,0,1,0.292,19,1,1
Car/SUV,51,20,Male,1,1,0,0,0.203,17,11,0
Tractor,65,31,Male,1,1,0,0,0.06,1,28,0
