state,year,month,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,fog_hours,road_waterlogging,pothole_index,accidents_that_day
Kerala,2024,11,9.26,42.9,30.4,28.9,4.4,0,0.399,27
Haryana,2021,8,0.28,28.8,23.4,15.0,0.0,0,0.261,1
Odisha,2019,11,1.27,37.5,48.2,22.4,0.2,0,0.808,28
Bihar,2020,4,0.23,9.6,24.9,25.7,0.0,0,0.232,35
Bihar,2021,2,2.85,37.9,96.3,13.4,0.8,0,0.331,22
Punjab,2022,2,0.22,44.1,51.2,9.6,1.0,0,0.234,41
Kerala,2020,11,29.1,43.2,32.8,1.1,1.3,1,0.591,19
Tamil Nadu,2019,7,6.66,23.0,51.4,25.3,0.0,0,0.385,30
Gujarat,2021,7,7.71,40.8,33.2,22.4,0.0,0,0.178,13
Gujarat,2023,10,6.43,35.5,74.6,17.8,0.0,0,0.335,36
Rajasthan,2020,12,2.68,32.6,63.0,25.9,1.6,0,0.478,0
Uttar Pradesh,2024,1,2.55,32.6,75.2,31.0,0.4,0,0.414,12
Madhya Pradesh,2022,9,1.83,38.1,77.0,26.8,0.0,0,0.315,27
Madhya Pradesh,2021,6,9.56,10.2,47.9,9.6,0.0,0,0.298,22
Bihar,2019,12,0.15,20.7,67.6,18.4,0.6,0,0.189,28
Punjab,2023,10,0.78,20.9,20.2,11.9,0.0,0,0.022,8
Punjab,2020,7,0.42,39.2,46.7,4.3,0.0,0,0.664,14
Rajasthan,2024,5,0.49,13.6,35.0,16.2,0.0,0,0.152,16
Haryana,2024,10,11.23,9.4,68.0,11.0,0.0,0,0.334,0
Kerala,2019,8,23.08,36.8,40.4,9.7,0.0,0,0.185,24
Tamil Nadu,2023,2,26.78,34.0,80.9,2.7,3.0,1,0.451,29
Punjab,2020,12,2.2,11.9,98.0,4.7,2.5,0,0.244,11
Bihar,2021,10,2.29,23.6,39.3,6.4,0.0,0,0.224,12
Uttar Pradesh,2022,8,4.79,17.7,51.2,1.6,0.0,0,0.288,44
Karnataka,2020,12,6.87,20.9,46.9,22.3,0.2,0,0.213,14
Odisha,2023,11,2.65,42.1,33.2,23.3,0.6,0,0.682,20
Punjab,2023,8,6.31,19.3,77.3,24.6,0.0,0,0.841,23
West Bengal,2024,11,10.61,14.7,78.1,25.3,0.5,0,0.101,23
Haryana,2019,5,19.49,24.6,53.4,11.4,0.0,0,0.464,25
Punjab,2022,11,0.06,9.8,65.1,1.1,4.1,0,0.583,36
Uttar Pradesh,2019,6,4.62,28.5,58.0,7.1,0.0,0,0.337,40
Rajasthan,2022,3,0.61,45.1,80.0,7.1,0.0,0,0.513,20
Karnataka,2020,11,17.58,23.8,89.6,23.9,1.8,0,0.396,8
Assam,2021,4,9.91,35.3,71.8,14.4,0.0,0,0.323,40
Punjab,2019,4,2.2,31.3,84.6,30.8,0.0,0,0.094,39
Telangana,2020,6,6.7,18.2,78.3,29.4,0.0,0,0.588,5
Tamil Nadu,2024,7,9.67,17.8,52.8,13.5,0.0,0,0.282,24
Maharashtra,2023,7,3.2,31.8,91.3,5.8,0.0,0,0.491,27
Maharashtra,2023,1,2.38,21.8,65.1,21.8,1.5,0,0.039,3
Tamil Nadu,2022,10,10.38,24.8,77.6,24.8,0.0,0,0.145,5
Odisha,2019,9,24.76,21.8,68.9,3.7,0.0,0,0.222,40
Tamil Nadu,2020,11,5.28,10.4,52.4,5.8,0.5,0,0.592,42
Maharashtra,2020,10,4.73,27.4,97.5,25.0,0.0,0,0.271,21
Bihar,2021,1,8.54,33.4,77.7,12.9,0.6,0,0.265,17
Uttar Pradesh,2021,12,0.19,22.4,62.8,12.0,2.5,0,0.292,41
Telangana,2024,1,7.1,37.2,53.2,14.8,2.9,0,0.315,2
Karnataka,2024,4,10.19,22.0,94.4,23.4,0.0,0,0.288,44
Telangana,2023,1,59.96,39.9,28.8,19.9,2.2,1,0.466,28
Karnataka,2021,3,3.08,24.5,95.1,4.0,0.0,0,0.373,23
Telangana,2023,2,1.11,21.7,87.0,32.8,0.3,0,0.193,22
Gujarat,2019,9,5.09,27.2,78.6,36.7,0.0,0,0.529,8
Madhya Pradesh,2022,3,4.91,44.3,22.0,42.9,0.0,0,0.33,1
Gujarat,2023,11,2.59,15.0,91.2,1.5,0.6,0,0.497,8
Bihar,2024,10,2.01,23.5,95.3,4.2,0.0,0,0.238,28
Odisha,2022,7,1.05,27.2,64.0,2.8,0.0,0,0.408,18
Bihar,2023,12,10.78,28.9,37.7,4.3,4.6,0,0.421,31
Uttar Pradesh,2019,8,3.25,21.8,81.9,23.6,0.0,0,0.236,21
Madhya Pradesh,2024,4,11.39,27.0,70.3,5.3,0.0,0,0.157,12
Karnataka,2020,10,4.09,16.5,92.5,11.5,0.0,0,0.453,11
Tamil Nadu,2023,11,1.57,33.5,55.9,20.1,0.5,0,0.272,31
Kerala,2022,7,4.51,26.5,97.1,22.6,0.0,0,0.398,12
Telangana,2022,3,18.94,31.7,75.8,0.8,0.0,0,0.496,45
Madhya Pradesh,2020,4,8.95,36.0,95.2,6.2,0.0,0,0.082,41
West Bengal,2019,12,1.89,45.7,94.9,18.3,1.9,0,0.176,32
Tamil Nadu,2023,4,2.13,17.4,37.4,25.6,0.0,0,0.328,12
Rajasthan,2023,5,9.46,8.9,46.2,45.1,0.0,0,0.343,34
Rajasthan,2020,1,1.54,28.7,96.0,8.8,0.2,0,0.407,29
Punjab,2021,2,27.45,14.4,89.3,39.6,0.7,1,0.18,19
Punjab,2023,3,1.4,35.6,81.2,38.6,0.0,0,0.144,27
Haryana,2024,9,11.72,25.1,48.9,54.1,0.0,0,0.459,33
Karnataka,2020,7,36.73,29.6,43.2,18.8,0.0,1,0.309,1
Telangana,2019,4,6.28,19.7,32.9,13.6,0.0,0,0.254,18
Punjab,2023,2,3.11,20.7,38.2,35.4,1.0,0,0.357,9
Assam,2021,9,23.44,11.4,72.4,4.0,0.0,0,0.463,43
Maharashtra,2021,9,33.27,17.2,70.5,34.7,0.0,1,0.258,38
Gujarat,2024,3,0.84,23.8,62.7,2.6,0.0,0,0.396,4
West Bengal,2024,7,6.94,37.9,67.4,1.5,0.0,0,0.31,11
Telangana,2024,9,6.1,22.1,93.7,24.6,0.0,0,0.203,15
Telangana,2024,6,1.65,24.1,89.1,16.5,0.0,0,0.144,34
Gujarat,2019,5,42.5,39.7,75.4,1.1,0.0,1,0.492,24
Rajasthan,2019,10,19.05,11.7,60.8,14.3,0.0,0,0.267,9
Gujarat,2020,12,36.62,34.9,37.6,18.6,2.5,1,0.494,7
Rajasthan,2024,9,1.72,28.3,43.3,19.1,0.0,0,0.277,38
Assam,2021,6,0.44,16.2,81.5,21.2,0.0,0,0.329,33
Bihar,2020,7,0.58,13.0,68.3,29.4,0.0,0,0.34,30
Rajasthan,2021,9,0.58,17.4,76.7,20.8,0.0,0,0.337,42
Assam,2023,1,21.55,12.9,51.1,27.1,1.0,0,0.23,40
Assam,2024,1,1.77,13.0,57.0,28.7,1.3,0,0.546,15
Gujarat,2019,9,25.18,14.4,80.4,21.6,0.0,1,0.778,29
Kerala,2019,4,2.69,43.2,71.2,20.0,0.0,0,0.153,11
Rajasthan,2021,12,25.3,41.2,95.6,18.5,1.3,1,0.766,24
Kerala,2024,4,4.28,37.6,26.4,22.2,0.0,0,0.432,36
Madhya Pradesh,2019,3,24.0,37.3,48.6,9.0,0.0,0,0.241,3
Telangana,2021,1,1.87,10.2,59.8,13.4,2.7,0,0.425,36
Tamil Nadu,2020,9,1.12,14.7,28.4,12.1,0.0,0,0.26,24
Haryana,2019,10,5.0,35.0,38.6,19.7,0.0,0,0.264,6
Assam,2023,7,11.91,41.6,67.4,23.7,0.0,0,0.188,29
Telangana,2021,4,7.25,8.6,48.1,14.3,0.0,0,0.298,6
Karnataka,2019,5,27.97,13.7,47.4,14.7,0.0,1,0.766,18
Karnataka,2021,5,1.98,43.2,60.1,24.5,0.0,0,0.213,33
Maharashtra,2023,11,15.38,20.4,85.4,4.7,0.5,0,0.502,37
Tamil Nadu,2023,4,9.36,30.2,95.3,8.3,0.0,0,0.302,28
Haryana,2022,10,23.6,40.7,91.3,17.4,0.0,0,0.256,19
Tamil Nadu,2020,4,3.66,32.4,86.8,4.3,0.0,0,0.314,3
Maharashtra,2024,10,3.14,18.6,80.5,43.0,0.0,0,0.36,27
Madhya Pradesh,2019,2,0.28,37.1,96.5,34.1,0.2,0,0.35,18
Punjab,2021,3,22.47,14.5,43.4,27.4,0.0,0,0.384,44
Telangana,2023,6,15.13,21.5,20.7,27.8,0.0,0,0.191,43
West Bengal,2020,1,3.38,14.0,92.2,15.8,1.1,0,0.433,14
Rajasthan,2022,6,4.78,42.9,71.7,33.4,0.0,0,0.129,20
Tamil Nadu,2022,8,0.1,41.3,50.8,3.1,0.0,0,0.455,17
Rajasthan,2022,11,12.13,19.3,60.9,20.4,2.6,0,0.456,40
Kerala,2023,3,0.85,10.7,45.9,18.8,0.0,0,0.243,40
Tamil Nadu,2024,12,6.47,24.1,85.5,21.1,0.7,0,0.228,43
Rajasthan,2022,4,9.69,8.7,68.7,13.8,0.0,0,0.617,38
Telangana,2023,5,10.93,33.1,59.0,22.3,0.0,0,0.717,27
Punjab,2022,10,7.14,8.8,33.8,15.9,0.0,0,0.694,38
Madhya Pradesh,2021,4,0.37,9.4,41.6,16.7,0.0,0,0.163,32
Kerala,2023,1,0.06,29.5,94.7,17.0,0.5,0,0.398,1
Bihar,2021,6,4.06,40.3,42.3,21.5,0.0,0,0.14,30
Haryana,2019,2,8.0,11.7,52.5,22.0,0.0,0,0.23,23
Bihar,2020,6,8.74,20.9,78.8,13.4,0.0,0,0.291,0
Madhya Pradesh,2019,7,6.05,29.8,59.3,7.6,0.0,0,0.239,2
Punjab,2020,7,14.7,42.7,24.7,19.7,0.0,0,0.167,43
Gujarat,2020,6,9.39,39.2,47.1,36.7,0.0,0,0.605,4
Madhya Pradesh,2020,5,12.39,41.5,65.7,5.2,0.0,0,0.124,1
Telangana,2024,10,11.02,29.9,76.2,25.2,0.0,0,0.534,27
Punjab,2024,3,4.76,11.4,73.4,33.6,0.0,0,0.13,0
Madhya Pradesh,2023,4,18.45,20.6,70.2,24.6,0.0,0,0.223,13
Madhya Pradesh,2022,4,8.12,12.4,83.4,6.9,0.0,0,0.563,41
West Bengal,2019,8,1.06,10.8,81.0,6.8,0.0,0,0.312,39
Gujarat,2021,8,28.46,19.0,58.0,24.5,0.0,1,0.299,5
Tamil Nadu,2022,9,5.46,14.3,66.0,18.6,0.0,0,0.41,38
Tamil Nadu,2022,10,10.0,31.8,32.8,20.4,0.0,0,0.123,35
Assam,2023,7,11.86,43.1,86.1,25.6,0.0,0,0.177,24
Haryana,2022,4,9.35,12.8,70.2,24.1,0.0,0,0.295,42
Kerala,2024,11,1.8,20.0,96.2,21.3,0.2,0,0.499,16
Maharashtra,2023,12,10.46,44.5,27.9,10.2,1.0,0,0.318,25
Madhya Pradesh,2019,7,0.28,8.9,97.0,9.5,0.0,0,0.069,8
Madhya Pradesh,2024,10,1.68,9.3,76.1,2.1,0.0,0,0.393,7
Uttar Pradesh,2024,11,8.85,18.7,45.3,15.6,0.8,0,0.154,21
Odisha,2023,8,9.29,11.5,43.6,27.3,0.0,0,0.15,2
Maharashtra,2020,7,4.28,8.5,52.8,26.6,0.0,0,0.743,4
Karnataka,2019,10,5.36,8.1,38.9,34.0,0.0,0,0.335,3
Odisha,2024,3,30.56,27.4,72.0,1.2,0.0,1,0.547,24
Odisha,2024,3,3.95,43.9,31.9,9.5,0.0,0,0.321,20
West Bengal,2023,1,12.13,45.0,92.2,15.8,0.5,0,0.223,10
Gujarat,2023,6,0.95,17.8,75.9,0.9,0.0,0,0.328,15
Punjab,2023,11,0.7,44.5,21.2,9.8,7.1,0,0.322,45
Telangana,2022,2,2.24,30.9,35.9,7.1,0.5,0,0.428,16
West Bengal,2024,4,0.5,41.1,46.5,33.3,0.0,0,0.367,14
Haryana,2019,12,12.92,30.7,53.0,19.9,4.5,0,0.434,27
Bihar,2020,4,2.93,43.3,77.3,20.0,0.0,0,0.194,20
Bihar,2019,8,7.51,12.6,67.5,13.4,0.0,0,0.18,4
Rajasthan,2022,8,0.36,26.8,22.6,31.3,0.0,0,0.226,2
Maharashtra,2021,10,5.6,33.2,39.6,29.8,0.0,0,0.323,19
Punjab,2024,5,28.95,38.4,58.1,31.8,0.0,1,0.578,45
Uttar Pradesh,2020,7,12.36,35.8,55.1,12.2,0.0,0,0.41,4
Haryana,2022,4,22.34,9.5,72.0,40.1,0.0,0,0.419,12
Gujarat,2020,6,9.32,43.4,79.9,5.6,0.0,0,0.186,4
Gujarat,2023,12,3.83,23.6,23.2,19.7,0.9,0,0.568,40
Maharashtra,2024,7,0.68,41.5,26.9,3.0,0.0,0,0.482,32
Odisha,2024,8,8.72,43.0,69.6,33.6,0.0,0,0.404,0
Rajasthan,2022,5,2.94,28.2,32.1,11.0,0.0,0,0.307,2
Kerala,2022,10,10.06,22.3,61.4,19.3,0.0,0,0.181,7
Bihar,2021,11,13.78,36.3,25.0,29.0,1.9,0,0.287,14
Bihar,2020,11,14.48,39.1,39.4,18.8,0.3,0,0.216,34
Karnataka,2024,9,4.38,44.7,31.6,30.1,0.0,0,0.351,42
Karnataka,2020,8,0.84,31.4,25.9,18.1,0.0,0,0.363,14
Rajasthan,2024,8,5.47,28.2,58.6,3.1,0.0,0,0.394,38
Bihar,2023,12,3.09,15.9,81.6,13.2,3.5,0,0.17,37
Rajasthan,2024,6,3.39,43.9,93.5,23.9,0.0,0,0.67,25
Odisha,2024,5,8.1,37.1,82.9,32.4,0.0,0,0.152,23
Uttar Pradesh,2024,2,2.75,18.4,43.9,31.7,0.0,0,0.173,23
Gujarat,2023,8,1.59,26.3,90.8,33.7,0.0,0,0.198,37
Maharashtra,2023,12,19.69,24.4,27.8,8.3,5.0,0,0.595,18
Punjab,2024,9,1.24,35.4,39.2,21.8,0.0,0,0.176,30
Telangana,2020,4,2.45,23.5,26.1,39.6,0.0,0,0.304,14
Haryana,2022,7,2.65,37.2,62.2,16.1,0.0,0,0.205,18
Bihar,2024,3,1.13,33.8,35.9,14.5,0.0,0,0.279,41
Kerala,2022,2,23.13,31.8,95.3,17.8,5.1,0,0.722,19
Haryana,2022,3,1.88,39.0,41.8,20.6,0.0,0,0.021,20
Odisha,2021,7,2.38,45.9,77.3,30.0,0.0,0,0.213,33
West Bengal,2024,6,9.63,29.2,62.5,3.2,0.0,0,0.433,8
Gujarat,2021,10,2.51,29.9,21.0,17.5,0.0,0,0.229,6
Rajasthan,2019,3,2.99,43.4,22.1,16.8,0.0,0,0.367,21
Punjab,2020,2,1.57,41.2,90.5,14.1,1.0,0,0.428,10
Punjab,2019,12,5.37,42.2,79.9,20.5,0.1,0,0.296,9
Madhya Pradesh,2021,2,12.44,27.5,80.9,10.6,1.2,0,0.228,15
Uttar Pradesh,2021,1,11.06,23.8,62.8,30.6,0.3,0,0.16,3
Maharashtra,2019,10,24.68,25.1,38.2,3.3,0.0,0,0.478,23
Assam,2020,6,6.14,26.8,54.8,11.6,0.0,0,0.371,45
West Bengal,2021,9,3.75,37.5,84.4,3.2,0.0,0,0.639,25
Uttar Pradesh,2022,9,8.5,32.5,54.2,42.2,0.0,0,0.219,4
Maharashtra,2021,3,18.0,33.9,44.1,33.9,0.0,0,0.553,42
Gujarat,2020,3,1.7,18.6,86.4,5.0,0.0,0,0.439,45
Gujarat,2021,6,0.02,11.8,60.0,0.7,0.0,0,0.335,37
Kerala,2019,10,12.67,32.6,38.3,13.0,0.0,0,0.246,39
Assam,2024,2,38.25,40.7,21.0,27.6,0.4,1,0.658,32
Haryana,2021,4,0.9,14.9,34.6,18.5,0.0,0,0.116,31
Punjab,2020,5,10.14,45.4,92.9,25.1,0.0,0,0.275,42
Rajasthan,2022,11,0.29,13.6,26.5,18.4,0.1,0,0.384,39
Telangana,2022,9,13.65,45.7,38.9,1.1,0.0,0,0.225,40
Bihar,2022,4,5.91,32.3,40.2,1.0,0.0,0,0.256,26
Gujarat,2022,7,12.27,8.5,66.9,10.9,0.0,0,0.094,22
Uttar Pradesh,2024,4,1.97,36.9,90.1,49.1,0.0,0,0.654,25
Gujarat,2023,11,6.23,18.2,29.8,14.0,3.6,0,0.594,12
Uttar Pradesh,2024,1,8.54,42.2,37.3,25.5,1.4,0,0.195,5
Kerala,2023,4,2.54,11.5,53.2,5.3,0.0,0,0.439,20
Madhya Pradesh,2021,10,5.7,30.5,76.1,15.9,0.0,0,0.053,30
Assam,2020,12,25.53,14.1,79.1,22.0,1.8,1,0.425,43
West Bengal,2022,10,4.68,19.5,86.8,22.0,0.0,0,0.357,22
Madhya Pradesh,2024,4,8.82,38.1,57.7,21.9,0.0,0,0.31,7
Gujarat,2021,9,16.44,32.1,70.3,0.9,0.0,0,0.343,41
Bihar,2022,9,1.49,25.4,52.1,25.2,0.0,0,0.573,14
Odisha,2021,2,5.75,8.7,88.5,6.8,0.8,0,0.329,7
Tamil Nadu,2022,1,14.94,39.4,89.3,33.2,3.4,0,0.672,44
Telangana,2022,11,14.91,21.6,64.1,30.8,0.6,0,0.147,16
Uttar Pradesh,2021,12,9.27,37.7,43.4,34.9,1.0,0,0.35,40
Assam,2022,8,5.51,13.2,96.4,35.2,0.0,0,0.394,0
Bihar,2021,12,1.5,40.2,57.9,31.4,0.7,0,0.345,16
Odisha,2022,7,2.25,38.1,51.7,19.0,0.0,0,0.149,45
Bihar,2020,1,5.6,17.8,95.9,6.9,2.8,0,0.379,41
Kerala,2019,3,5.02,25.5,20.2,33.3,0.0,0,0.258,31
Assam,2023,8,8.06,11.0,95.3,11.5,0.0,0,0.64,41
West Bengal,2019,8,5.71,13.4,59.5,19.0,0.0,0,0.359,6
Gujarat,2021,8,1.34,27.5,88.0,34.5,0.0,0,0.352,14
Telangana,2023,11,6.12,16.4,82.0,30.8,2.3,0,0.22,10
Odisha,2023,9,2.78,32.0,25.2,34.4,0.0,0,0.063,15
Telangana,2024,5,6.71,27.6,53.4,25.8,0.0,0,0.538,15
Gujarat,2022,3,0.07,45.2,25.1,22.6,0.0,0,0.524,35
Odisha,2023,1,19.63,8.4,24.1,14.7,0.5,0,0.328,5
Madhya Pradesh,2023,5,3.39,21.7,62.3,33.6,0.0,0,0.278,8
Maharashtra,2021,9,6.99,29.2,39.0,19.6,0.0,0,0.384,25
Uttar Pradesh,2019,3,18.46,10.3,66.0,25.2,0.0,0,0.551,45
Assam,2020,12,28.76,10.7,40.7,29.1,0.2,1,0.349,7
Punjab,2024,9,4.64,42.3,91.7,14.6,0.0,0,0.226,17
West Bengal,2021,8,23.52,27.7,31.8,15.8,0.0,0,0.522,7
Uttar Pradesh,2019,12,5.53,15.4,37.9,1.2,0.8,0,0.094,16
Assam,2023,9,7.32,28.2,61.1,22.5,0.0,0,0.23,26
Rajasthan,2019,12,5.38,23.3,65.8,42.8,0.4,0,0.145,6
Karnataka,2020,2,6.63,40.5,26.1,13.5,2.9,0,0.236,29
Gujarat,2023,3,19.95,24.1,20.7,25.2,0.0,0,0.252,22
Odisha,2022,7,30.87,43.3,52.3,14.1,0.0,1,0.344,6
Haryana,2019,12,2.85,10.9,33.1,5.8,1.3,0,0.16,19
Madhya Pradesh,2020,11,6.99,29.1,90.5,6.3,0.5,0,0.208,15
Assam,2022,8,4.25,44.8,77.2,22.3,0.0,0,0.493,39
Madhya Pradesh,2019,6,9.05,17.8,34.2,14.0,0.0,0,0.22,19
Maharashtra,2024,1,3.4,14.0,69.5,28.9,0.0,0,0.312,40
Rajasthan,2020,10,6.15,10.0,68.5,5.0,0.0,0,0.282,35
West Bengal,2021,3,0.63,23.9,40.8,31.2,0.0,0,0.361,18
Punjab,2021,7,13.82,27.2,32.8,34.8,0.0,0,0.247,1
Kerala,2021,5,12.96,37.0,66.5,1.0,0.0,0,0.187,7
Tamil Nadu,2021,2,4.71,36.7,42.4,22.3,0.8,0,0.11,23
Maharashtra,2020,3,5.26,33.0,72.4,10.2,0.0,0,0.251,19
Bihar,2022,11,8.1,13.3,65.1,26.1,0.9,0,0.269,14
Tamil Nadu,2019,9,22.75,24.4,33.2,43.8,0.0,0,0.21,18
Telangana,2023,3,8.2,31.1,24.4,3.0,0.0,0,0.184,6
Gujarat,2021,9,12.74,41.5,26.7,28.1,0.0,0,0.366,4
Tamil Nadu,2022,10,7.89,35.6,57.6,18.9,0.0,0,0.462,32
Odisha,2024,5,1.99,35.6,25.4,16.0,0.0,0,0.489,43
Odisha,2022,10,14.76,18.9,92.9,21.2,0.0,0,0.653,18
Gujarat,2024,8,1.8,19.6,46.7,15.6,0.0,0,0.131,34
Maharashtra,2022,9,7.21,18.3,48.7,29.7,0.0,0,0.34,14
Uttar Pradesh,2019,11,25.29,9.5,41.6,7.2,1.9,1,0.289,15
Assam,2024,7,3.76,44.2,41.1,16.8,0.0,0,0.435,12
Punjab,2021,11,3.17,21.3,72.0,7.3,1.6,0,0.398,16
Karnataka,2024,11,4.56,24.6,25.8,12.4,4.8,0,0.308,2
Assam,2019,10,12.87,35.1,38.3,8.2,0.0,0,0.46,2
Punjab,2024,2,2.55,12.3,82.2,8.4,0.5,0,0.554,39
Gujarat,2024,11,15.64,37.1,32.6,29.3,1.4,0,0.101,43
Tamil Nadu,2019,11,12.87,9.1,77.1,36.5,1.8,0,0.218,33
Gujarat,2021,4,2.68,25.8,66.5,33.6,0.0,0,0.457,44
Kerala,2023,2,5.21,27.2,43.7,5.9,3.8,0,0.309,26
Punjab,2020,2,15.51,12.5,20.7,27.0,3.7,0,0.102,0
Odisha,2019,8,3.87,31.4,82.4,22.1,0.0,0,0.694,24
Rajasthan,2021,11,27.1,18.9,83.4,17.9,1.9,1,0.608,1
Uttar Pradesh,2019,1,0.16,32.0,55.8,30.1,1.0,0,0.181,43
Tamil Nadu,2023,11,2.72,30.6,82.5,35.0,0.6,0,0.306,39
Punjab,2023,9,1.6,14.6,83.7,15.2,0.0,0,0.573,10
Rajasthan,2024,1,42.44,45.7,42.5,35.6,0.8,1,0.351,19
Gujarat,2020,6,5.96,42.8,79.2,23.4,0.0,0,0.418,20
Madhya Pradesh,2022,5,7.66,14.3,48.8,7.7,0.0,0,0.158,25
Uttar Pradesh,2021,5,5.22,37.4,84.6,10.1,0.0,0,0.383,45
Maharashtra,2023,7,0.48,39.7,62.5,29.5,0.0,0,0.883,28
Assam,2023,8,0.19,15.0,30.0,2.0,0.0,0,0.216,23
Haryana,2024,2,5.8,30.4,60.5,21.9,1.1,0,0.09,40
Gujarat,2020,8,9.53,16.7,89.5,26.3,0.0,0,0.736,30
Kerala,2021,4,10.23,26.1,59.4,20.3,0.0,0,0.61,23
Punjab,2024,8,7.91,35.7,61.6,5.0,0.0,0,0.164,4
Haryana,2019,9,3.77,24.8,38.6,4.7,0.0,0,0.277,33
Karnataka,2022,4,1.2,8.9,39.6,6.4,0.0,0,0.257,31
Haryana,2019,4,4.85,45.3,42.0,29.9,0.0,0,0.156,27
Punjab,2020,8,5.1,12.4,65.4,31.8,0.0,0,0.159,12
Haryana,2020,8,6.88,43.7,34.0,19.2,0.0,0,0.274,18
West Bengal,2021,1,0.46,21.7,54.9,33.3,0.4,0,0.354,6
Maharashtra,2021,4,3.5,17.1,27.0,28.9,0.0,0,0.453,15
Gujarat,2019,6,7.72,22.4,31.9,30.6,0.0,0,0.664,0
Uttar Pradesh,2024,1,1.91,8.4,67.6,23.9,0.4,0,0.352,13
Punjab,2020,4,4.39,19.3,63.4,1.1,0.0,0,0.275,23
Haryana,2023,9,0.83,43.9,85.5,8.3,0.0,0,0.149,8
Gujarat,2020,11,2.32,8.7,27.9,15.0,0.1,0,0.282,22
Bihar,2021,1,11.45,43.1,71.7,17.8,1.2,0,0.222,30
Maharashtra,2023,11,0.66,34.0,60.7,47.0,10.7,0,0.197,37
Tamil Nadu,2021,11,5.0,30.9,49.6,21.9,0.8,0,0.231,35
Odisha,2019,2,9.47,31.5,69.0,3.3,1.3,0,0.872,36
Uttar Pradesh,2021,10,0.74,43.4,58.2,16.0,0.0,0,0.104,10
Tamil Nadu,2020,7,8.94,23.3,85.7,26.7,0.0,0,0.517,24
Madhya Pradesh,2021,3,20.29,10.8,33.9,10.2,0.0,0,0.324,40
Gujarat,2019,3,23.39,15.4,88.4,27.3,0.0,0,0.35,1
Karnataka,2023,6,7.93,26.5,96.8,18.7,0.0,0,0.334,12
Madhya Pradesh,2020,10,8.55,35.2,49.4,1.4,0.0,0,0.307,32
Assam,2020,4,3.67,15.3,63.5,17.0,0.0,0,0.317,1
Assam,2021,7,13.32,30.4,22.2,29.1,0.0,0,0.488,27
Bihar,2022,8,1.92,45.7,32.9,29.9,0.0,0,0.453,43
Telangana,2020,5,12.88,32.4,63.4,27.4,0.0,0,0.163,9
Tamil Nadu,2024,5,5.71,35.9,78.0,2.3,0.0,0,0.096,11
Karnataka,2019,1,5.77,18.1,85.9,13.8,0.1,0,0.575,8
Maharashtra,2023,8,7.22,40.7,97.1,51.6,0.0,0,0.328,14
Maharashtra,2020,5,7.48,18.8,92.2,11.3,0.0,0,0.359,44
West Bengal,2024,2,2.35,34.1,56.4,7.3,0.5,0,0.181,1
Tamil Nadu,2021,2,5.66,31.9,96.6,5.4,0.6,0,0.265,36
Madhya Pradesh,2024,10,0.72,21.5,48.4,13.4,0.0,0,0.576,16
Haryana,2019,5,3.19,39.7,44.0,10.2,0.0,0,0.158,36
Tamil Nadu,2024,7,1.31,29.7,75.1,24.7,0.0,0,0.167,22
West Bengal,2023,4,1.54,39.2,60.0,1.0,0.0,0,0.069,31
Gujarat,2020,3,4.72,17.0,84.4,5.1,0.0,0,0.179,10
Tamil Nadu,2019,7,8.67,18.6,34.0,36.3,0.0,0,0.29,41
Maharashtra,2019,3,30.06,31.3,44.5,10.7,0.0,1,0.392,21
Kerala,2024,1,0.45,33.2,60.4,5.0,0.9,0,0.487,3
Kerala,2023,4,11.34,37.4,51.6,17.4,0.0,0,0.143,24
Madhya Pradesh,2019,5,30.06,21.7,20.1,28.6,0.0,1,0.495,6
Madhya Pradesh,2024,2,8.47,9.4,85.0,28.0,1.5,0,0.139,31
Kerala,2024,10,2.22,28.3,79.3,14.7,0.0,0,0.442,26
Odisha,2019,3,3.97,44.3,93.7,25.3,0.0,0,0.493,24
Haryana,2020,7,7.1,44.7,21.2,24.7,0.0,0,0.271,1
Uttar Pradesh,2023,4,4.89,34.1,32.3,31.1,0.0,0,0.393,16
Haryana,2019,4,12.21,15.1,33.9,33.0,0.0,0,0.157,37
Haryana,2020,9,11.33,17.1,53.0,12.0,0.0,0,0.557,29
Rajasthan,2021,7,9.47,28.8,67.4,28.8,0.0,0,0.434,0
Karnataka,2019,7,12.44,32.9,36.5,3.4,0.0,0,0.163,1
Karnataka,2024,6,11.82,14.3,76.2,3.5,0.0,0,0.19,0
Uttar Pradesh,2021,6,0.5,41.6,61.8,24.7,0.0,0,0.062,7
Odisha,2024,4,2.0,36.7,90.2,8.6,0.0,0,0.143,4
Assam,2022,11,4.6,21.6,33.0,20.6,1.4,0,0.351,31
Odisha,2019,5,2.96,10.5,24.1,4.8,0.0,0,0.085,24
Uttar Pradesh,2022,2,20.17,28.9,31.7,17.4,0.6,0,0.297,42
Assam,2023,10,0.53,18.3,81.9,33.4,0.0,0,0.196,36
Telangana,2020,6,4.77,18.1,21.1,24.9,0.0,0,0.305,25
Maharashtra,2021,4,11.31,23.6,36.1,21.2,0.0,0,0.311,27
Gujarat,2020,1,17.75,21.6,32.6,20.9,0.5,0,0.446,19
Rajasthan,2023,9,3.19,12.6,84.2,19.7,0.0,0,0.347,8
Maharashtra,2020,10,0.11,44.0,67.1,6.1,0.0,0,0.162,16
