city,road_type,primary_cause,severity,year,month,hour,vehicles_involved,injuries,fatalities,speed_kmh,visibility_m,road_lighting,road_divider,ambulance_response_min
Varanasi,Industrial Zone,Pothole,Minor Injury,2018,1,19,2,2,0,41.6,823,Non-Functional,Absent,24.8
Kolkata,National Highway,Tyre Burst,Property Damage Only,2022,7,0,1,6,0,52.5,538,Non-Functional,Present,27.5
Hyderabad,Coastal Road,Rain/Wet Road,Property Damage Only,2021,2,18,3,4,0,46.6,716,Absent,Present,13.5
Mysuru,Hill Road,Wrong-Side Driving,Property Damage Only,2023,5,9,1,6,0,76.3,430,Functional,Absent,16.9
Bhopal,National Highway,Overloaded Vehicle,Property Damage Only,2024,10,18,3,0,0,49.2,62,Functional,Absent,15.2
Ghaziabad,Urban Arterial,Overloaded Vehicle,Minor Injury,2022,10,13,2,0,0,83.0,682,Functional,Absent,18.5
Chandigarh,Industrial Zone,Mobile Phone Use,Fatal,2021,5,23,2,1,0,68.0,836,Absent,Absent,26.8
Lucknow,State Highway,Over-speeding,Property Damage Only,2022,12,20,3,1,0,63.8,966,Functional,Present,9.6
Allahabad,National Highway,Pothole,Property Damage Only,2024,3,6,3,4,0,62.7,641,Functional,Absent,28.5
Meerut,Coastal Road,Over-speeding,Minor Injury,2019,8,12,1,0,0,72.6,728,Non-Functional,Present,19.9
Chandigarh,City Ring Road,Tyre Burst,Minor Injury,2020,1,16,1,6,0,44.9,279,Functional,Absent,25.4
Kanpur,National Highway,Wrong-Side Driving,Grievous Injury,2020,7,12,3,5,0,18.3,889,Functional,Present,26.7
Mysuru,Village Road,Overloaded Vehicle,Grievous Injury,2021,8,12,4,5,0,80.7,361,Non-Functional,Absent,11.1
Kolkata,Industrial Zone,Rain/Wet Road,Minor Injury,2018,12,12,4,2,0,57.2,346,Functional,Present,4.0
Visakhapatnam,Hill Road,Rain/Wet Road,Grievous Injury,2020,2,0,1,6,0,54.0,274,Functional,Present,13.3
Rajkot,Industrial Zone,Overloaded Vehicle,Minor Injury,2021,7,14,3,2,0,28.8,149,Non-Functional,Absent,20.2
Varanasi,National Highway,Brake Failure,Property Damage Only,2018,10,13,2,1,0,88.0,635,Non-Functional,Absent,25.7
Indore,Coastal Road,Pedestrian Jaywalking,Minor Injury,2020,11,9,4,4,0,47.0,73,Absent,Absent,29.8
Agra,City Ring Road,Mobile Phone Use,Minor Injury,2021,7,6,2,2,0,73.7,454,Functional,Absent,34.4
Mysuru,State Highway,Mobile Phone Use,Minor Injury,2023,7,4,4,5,0,49.7,297,Absent,Absent,25.8
Pune,State Highway,Wrong-Side Driving,Minor Injury,2024,9,2,2,5,0,93.5,307,Functional,Absent,4.0
Rajkot,Hill Road,Driver Fatigue,Grievous Injury,2021,10,23,1,1,0,70.4,548,Absent,Absent,9.4
Mysuru,Hill Road,Fog/Low Visibility,Property Damage Only,2022,11,0,4,3,0,42.7,892,Functional,Absent,18.7
Faridabad,Urban Arterial,Signal Jumping,Minor Injury,2021,10,20,2,4,0,62.0,360,Non-Functional,Absent,31.9
Raipur,Expressway,Fog/Low Visibility,Grievous Injury,2019,2,3,2,0,0,59.2,370,Non-Functional,Absent,18.1
Agra,State Highway,Drunk Driving,Minor Injury,2019,9,9,3,5,0,42.3,168,Functional,Present,9.6
Kochi,Hill Road,Drunk Driving,Grievous Injury,2024,5,0,2,3,0,32.1,736,Absent,Present,24.9
Coimbatore,Urban Arterial,Animal on Road,Minor Injury,2018,5,22,3,1,0,37.9,475,Functional,Absent,31.1
Delhi,Industrial Zone,Mobile Phone Use,Grievous Injury,2018,12,21,1,1,0,68.0,868,Non-Functional,Absent,28.4
Indore,State Highway,Rain/Wet Road,Property Damage Only,2018,5,4,1,4,0,51.8,752,Non-Functional,Absent,30.2
Meerut,National Highway,Mobile Phone Use,Grievous Injury,2022,10,15,4,2,0,48.4,128,Non-Functional,Present,18.1
Nashik,National Highway,Driver Fatigue,Minor Injury,2021,10,9,3,3,0,26.2,579,Absent,Absent,7.1
Kolkata,Village Road,Wrong-Side Driving,Minor Injury,2018,1,13,2,4,0,42.5,63,Functional,Present,21.5
Bengaluru,Industrial Zone,Mobile Phone Use,Minor Injury,2024,8,0,3,4,0,62.6,902,Functional,Absent,24.2
Ranchi,Coastal Road,Wrong-Side Driving,Grievous Injury,2019,11,14,1,0,0,60.4,639,Functional,Absent,5.0
Ranchi,Hill Road,Poor Road Condition,Grievous Injury,2023,10,11,1,0,0,44.4,254,Non-Functional,Present,14.5
Raipur,Village Road,Pothole,Grievous Injury,2023,4,9,4,5,0,64.4,287,Functional,Absent,24.5
Patna,Coastal Road,Tyre Burst,Minor Injury,2022,8,3,2,5,0,40.4,498,Functional,Present,6.1
Surat,City Ring Road,Pedestrian Jaywalking,Minor Injury,2023,8,7,4,5,0,64.2,50,Functional,Present,29.0
Ahmedabad,City Ring Road,Tyre Burst,Grievous Injury,2021,9,22,4,3,0,82.8,855,Functional,Absent,15.3
Surat,Hill Road,Over-speeding,Grievous Injury,2024,1,14,4,0,0,51.2,725,Functional,Absent,13.1
Chennai,Village Road,Driver Fatigue,Property Damage Only,2018,4,12,4,1,0,80.0,239,Absent,Absent,16.8
Lucknow,Urban Arterial,Mobile Phone Use,Grievous Injury,2019,2,3,2,3,0,69.1,396,Non-Functional,Absent,18.3
Ahmedabad,Expressway,Tyre Burst,Fatal,2023,9,20,1,0,0,73.5,788,Functional,Absent,31.4
Visakhapatnam,Industrial Zone,Animal on Road,Grievous Injury,2018,5,2,4,4,0,51.9,486,Non-Functional,Present,20.1
Chennai,Expressway,Mobile Phone Use,Property Damage Only,2020,6,18,1,4,0,54.5,679,Non-Functional,Absent,16.7
Mumbai,Village Road,Wrong-Side Driving,Minor Injury,2020,1,15,4,5,0,41.2,435,Functional,Absent,8.0
Surat,State Highway,Poor Road Condition,Minor Injury,2022,5,17,4,2,0,10.0,378,Functional,Present,18.0
Ranchi,National Highway,Brake Failure,Grievous Injury,2023,3,21,3,6,0,52.1,594,Functional,Absent,24.3
Pune,Expressway,Signal Jumping,Minor Injury,2023,10,21,4,2,0,49.0,656,Functional,Absent,4.0
Kanpur,Industrial Zone,Poor Road Condition,Minor Injury,2024,4,19,2,1,0,68.4,525,Functional,Absent,36.8
Indore,Hill Road,Rain/Wet Road,Minor Injury,2023,9,2,2,3,0,46.6,964,Non-Functional,Absent,24.4
Ahmedabad,Coastal Road,Mobile Phone Use,Grievous Injury,2021,3,22,2,1,0,77.2,77,Non-Functional,Present,9.4
Kochi,Expressway,Mobile Phone Use,Grievous Injury,2021,9,8,4,6,0,35.9,357,Non-Functional,Present,22.2
Ranchi,Expressway,Drunk Driving,Minor Injury,2018,4,2,4,0,0,40.9,344,Non-Functional,Absent,6.8
Faridabad,Expressway,Rain/Wet Road,Minor Injury,2018,6,3,2,0,0,60.7,823,Functional,Present,36.1
Faridabad,Hill Road,Fog/Low Visibility,Minor Injury,2024,5,16,3,2,0,23.3,615,Absent,Absent,10.9
Patna,Village Road,Driver Fatigue,Minor Injury,2023,5,8,1,2,0,64.1,496,Functional,Present,12.8
Nashik,Hill Road,Fog/Low Visibility,Minor Injury,2020,3,15,1,4,0,45.7,220,Functional,Absent,15.8
Mumbai,Coastal Road,Signal Jumping,Grievous Injury,2018,9,12,2,2,0,46.0,90,Absent,Absent,15.7
Lucknow,National Highway,Tyre Burst,Minor Injury,2023,1,16,1,3,0,42.2,957,Non-Functional,Present,24.2
Nashik,Hill Road,Animal on Road,Minor Injury,2022,8,13,3,3,0,46.1,941,Non-Functional,Present,12.3
Ranchi,Hill Road,Drunk Driving,Minor Injury,2018,12,3,4,5,0,58.6,287,Non-Functional,Absent,23.5
Rajkot,National Highway,Pothole,Fatal,2021,5,0,2,0,2,61.4,393,Functional,Absent,21.8
Allahabad,City Ring Road,Overloaded Vehicle,Minor Injury,2022,1,15,3,6,0,79.9,681,Absent,Present,4.0
Mysuru,City Ring Road,Fog/Low Visibility,Minor Injury,2023,12,9,3,6,0,30.2,968,Functional,Present,10.1
Meerut,National Highway,Brake Failure,Minor Injury,2018,3,19,3,3,0,29.0,829,Non-Functional,Absent,18.8
Kochi,Urban Arterial,Animal on Road,Property Damage Only,2022,3,12,4,4,0,55.6,784,Absent,Present,27.2
Patna,Coastal Road,Pedestrian Jaywalking,Minor Injury,2024,3,7,4,2,0,51.4,946,Non-Functional,Absent,8.3
Faridabad,Village Road,Rain/Wet Road,Grievous Injury,2021,12,12,2,2,0,84.5,995,Functional,Absent,27.9
Chennai,Expressway,Brake Failure,Property Damage Only,2018,9,10,2,3,0,60.9,765,Functional,Present,33.0
Coimbatore,City Ring Road,Overloaded Vehicle,Minor Injury,2018,11,18,2,6,0,113.5,493,Functional,Absent,13.5
Lucknow,Hill Road,Tyre Burst,Minor Injury,2023,3,17,3,5,0,43.1,448,Functional,Absent,25.1
Patna,Coastal Road,Signal Jumping,Grievous Injury,2019,10,2,4,4,0,49.2,515,Non-Functional,Absent,25.0
Nagpur,Village Road,Over-speeding,Grievous Injury,2024,7,15,2,1,0,71.9,693,Non-Functional,Absent,14.0
Meerut,Expressway,Overloaded Vehicle,Grievous Injury,2019,1,19,2,5,0,77.4,548,Functional,Absent,24.8
Nashik,Expressway,Animal on Road,Property Damage Only,2019,9,22,4,6,0,50.2,806,Functional,Absent,27.6
Amritsar,Village Road,Over-speeding,Property Damage Only,2023,12,7,3,1,0,118.0,225,Non-Functional,Absent,24.6
Guwahati,National Highway,Pothole,Fatal,2021,5,11,4,3,0,28.0,216,Functional,Absent,16.1
Mumbai,Urban Arterial,Driver Fatigue,Minor Injury,2018,5,12,1,1,0,46.9,247,Functional,Absent,12.1
Guwahati,State Highway,Pedestrian Jaywalking,Fatal,2018,9,23,1,1,3,67.6,855,Non-Functional,Absent,33.9
Nashik,State Highway,Wrong-Side Driving,Grievous Injury,2020,9,18,2,2,0,60.3,432,Non-Functional,Absent,10.3
Mumbai,City Ring Road,Tyre Burst,Grievous Injury,2018,6,18,3,4,0,66.4,576,Functional,Present,8.7
Guwahati,Expressway,Fog/Low Visibility,Minor Injury,2018,7,21,3,1,0,73.6,892,Functional,Present,20.1
Chennai,Hill Road,Poor Road Condition,Grievous Injury,2021,11,18,1,6,0,44.9,572,Functional,Absent,12.0
Surat,Village Road,Pothole,Fatal,2018,10,22,4,5,3,64.1,338,Functional,Present,27.7
Rajkot,State Highway,Poor Road Condition,Minor Injury,2019,11,19,3,5,0,82.8,145,Functional,Absent,19.4
Jaipur,City Ring Road,Overloaded Vehicle,Minor Injury,2023,9,14,2,0,0,61.5,27,Functional,Absent,16.6
Delhi,State Highway,Fog/Low Visibility,Property Damage Only,2020,7,23,3,2,0,36.7,613,Absent,Absent,11.6
Chandigarh,State Highway,Signal Jumping,Grievous Injury,2019,10,0,4,2,0,82.7,41,Absent,Present,12.4
Faridabad,City Ring Road,Signal Jumping,Grievous Injury,2021,3,5,1,0,0,86.1,149,Functional,Absent,13.4
Patna,Industrial Zone,Drunk Driving,Grievous Injury,2023,1,5,2,5,0,22.3,380,Functional,Absent,13.4
Jodhpur,National Highway,Wrong-Side Driving,Property Damage Only,2023,4,22,4,0,0,61.6,625,Non-Functional,Absent,16.7
Faridabad,Coastal Road,Overloaded Vehicle,Grievous Injury,2019,5,11,2,5,0,65.7,94,Absent,Absent,35.5
Visakhapatnam,Expressway,Tyre Burst,Property Damage Only,2021,8,5,4,2,0,61.2,723,Absent,Absent,17.9
Jodhpur,National Highway,Driver Fatigue,Minor Injury,2023,11,7,1,3,0,45.1,948,Functional,Present,16.2
Kanpur,Industrial Zone,Brake Failure,Fatal,2019,2,8,3,0,3,87.9,651,Non-Functional,Absent,27.3
Guwahati,Hill Road,Pothole,Property Damage Only,2018,9,6,3,1,0,88.2,535,Functional,Absent,20.0
Chandigarh,Coastal Road,Tyre Burst,Property Damage Only,2020,11,23,3,2,0,42.8,277,Functional,Present,18.6
Mysuru,Industrial Zone,Overloaded Vehicle,Minor Injury,2020,6,3,1,2,0,50.5,445,Functional,Absent,29.5
Amritsar,City Ring Road,Over-speeding,Grievous Injury,2023,4,0,4,6,0,70.4,638,Absent,Absent,4.0
Amritsar,National Highway,Fog/Low Visibility,Minor Injury,2019,1,21,3,0,0,31.8,239,Functional,Absent,15.9
Nashik,Urban Arterial,Pedestrian Jaywalking,Minor Injury,2019,5,10,3,3,0,89.6,396,Non-Functional,Present,12.7
Allahabad,State Highway,Tyre Burst,Property Damage Only,2024,12,21,3,5,0,58.6,624,Functional,Absent,21.3
Ranchi,City Ring Road,Over-speeding,Property Damage Only,2021,9,8,3,4,0,65.9,476,Functional,Present,22.9
Faridabad,Village Road,Tyre Burst,Grievous Injury,2019,7,7,2,6,0,44.0,493,Functional,Present,25.8
Coimbatore,Industrial Zone,Rain/Wet Road,Grievous Injury,2018,6,21,1,5,0,42.4,299,Functional,Absent,25.4
Ranchi,State Highway,Animal on Road,Fatal,2018,1,4,2,3,0,48.1,146,Functional,Absent,14.4
Nashik,Hill Road,Animal on Road,Grievous Injury,2018,4,6,4,2,0,53.7,47,Functional,Present,11.4
Surat,Hill Road,Signal Jumping,Minor Injury,2022,10,2,4,5,0,63.7,467,Non-Functional,Absent,34.4
Ranchi,City Ring Road,Mobile Phone Use,Grievous Injury,2020,10,9,3,2,0,10.8,259,Non-Functional,Absent,20.9
Ghaziabad,Industrial Zone,Tyre Burst,Grievous Injury,2020,10,0,3,2,0,10.0,245,Functional,Present,21.3
Mysuru,City Ring Road,Fog/Low Visibility,Grievous Injury,2019,12,23,1,3,0,13.1,381,Absent,Absent,12.5
Coimbatore,Urban Arterial,Poor Road Condition,Grievous Injury,2021,11,5,3,1,0,58.4,151,Functional,Present,7.1
Varanasi,Village Road,Rain/Wet Road,Minor Injury,2022,12,6,3,2,0,57.5,487,Functional,Absent,23.2
Kochi,State Highway,Signal Jumping,Grievous Injury,2019,11,22,3,5,0,70.7,744,Functional,Absent,7.4
Pune,Village Road,Fog/Low Visibility,Fatal,2020,5,8,2,3,1,70.4,399,Functional,Absent,13.8
Jaipur,Hill Road,Poor Road Condition,Fatal,2020,4,19,3,4,1,65.6,226,Absent,Present,26.9
Lucknow,City Ring Road,Rain/Wet Road,Property Damage Only,2018,11,17,4,2,0,44.1,823,Non-Functional,Absent,21.7
Ranchi,Hill Road,Tyre Burst,Minor Injury,2023,1,22,3,6,0,40.2,484,Functional,Absent,8.9
Jaipur,City Ring Road,Drunk Driving,Grievous Injury,2022,8,0,3,1,0,78.3,161,Absent,Absent,6.9
Visakhapatnam,National Highway,Brake Failure,Fatal,2018,12,6,1,2,2,78.3,209,Non-Functional,Present,26.0
Ahmedabad,Expressway,Rain/Wet Road,Minor Injury,2019,1,3,2,6,0,30.0,669,Non-Functional,Present,14.0
Pune,Village Road,Pedestrian Jaywalking,Grievous Injury,2018,6,10,3,0,0,53.9,213,Functional,Absent,7.7
Rajkot,Expressway,Over-speeding,Fatal,2019,3,8,4,0,1,55.1,159,Absent,Present,13.4
Patna,Coastal Road,Wrong-Side Driving,Property Damage Only,2022,11,10,1,5,0,49.3,188,Absent,Absent,7.4
Raipur,Hill Road,Rain/Wet Road,Minor Injury,2019,8,5,3,2,0,33.0,561,Functional,Present,16.0
Mumbai,Industrial Zone,Mobile Phone Use,Minor Injury,2020,7,14,1,5,0,63.2,29,Functional,Absent,24.4
Coimbatore,Expressway,Drunk Driving,Property Damage Only,2020,1,6,3,2,0,16.4,477,Absent,Present,15.1
Meerut,Coastal Road,Poor Road Condition,Grievous Injury,2020,11,18,1,1,0,96.2,763,Non-Functional,Absent,20.1
Rajkot,Hill Road,Tyre Burst,Property Damage Only,2021,12,21,2,4,0,25.9,982,Non-Functional,Present,12.3
Kochi,Expressway,Pedestrian Jaywalking,Minor Injury,2024,1,6,3,5,0,60.5,593,Non-Functional,Absent,25.1
Visakhapatnam,Expressway,Drunk Driving,Minor Injury,2023,8,1,3,6,0,78.6,861,Non-Functional,Absent,32.8
Delhi,Hill Road,Pothole,Minor Injury,2019,7,17,1,2,0,63.6,414,Absent,Absent,24.2
Amritsar,National Highway,Overloaded Vehicle,Grievous Injury,2019,5,9,1,2,0,89.7,650,Functional,Present,34.6
Jaipur,Industrial Zone,Drunk Driving,Minor Injury,2019,1,3,4,6,0,54.7,195,Functional,Absent,20.0
Jaipur,National Highway,Driver Fatigue,Minor Injury,2020,10,12,3,6,0,91.2,747,Non-Functional,Absent,20.4
Surat,State Highway,Pedestrian Jaywalking,Grievous Injury,2020,10,11,3,4,0,40.7,229,Functional,Absent,22.4
Surat,Village Road,Mobile Phone Use,Minor Injury,2018,7,20,3,0,0,47.5,977,Absent,Present,26.0
Ghaziabad,State Highway,Animal on Road,Property Damage Only,2023,4,0,3,4,0,45.6,316,Absent,Present,34.5
Indore,Urban Arterial,Pothole,Grievous Injury,2024,6,13,4,2,0,54.2,630,Non-Functional,Absent,18.2
Delhi,Expressway,Poor Road Condition,Minor Injury,2024,5,4,2,1,0,61.2,315,Absent,Present,6.6
Bhopal,Industrial Zone,Drunk Driving,Minor Injury,2022,8,23,1,1,0,68.0,318,Functional,Present,26.9
Jodhpur,Coastal Road,Fog/Low Visibility,Property Damage Only,2021,3,11,3,0,0,10.0,636,Absent,Absent,16.5
Meerut,Urban Arterial,Poor Road Condition,Fatal,2024,2,8,4,2,2,58.4,229,Non-Functional,Absent,16.6
Chandigarh,National Highway,Overloaded Vehicle,Minor Injury,2024,9,10,2,0,0,69.6,140,Functional,Present,15.1
Patna,National Highway,Drunk Driving,Minor Injury,2018,6,5,4,3,0,52.0,305,Absent,Present,18.0
Ranchi,State Highway,Driver Fatigue,Property Damage Only,2022,12,6,3,3,0,67.8,760,Non-Functional,Absent,10.4
Chennai,Expressway,Fog/Low Visibility,Minor Injury,2022,1,6,4,3,0,69.1,204,Functional,Present,11.0
Varanasi,National Highway,Brake Failure,Minor Injury,2023,5,7,3,5,0,71.8,757,Functional,Absent,15.6
Kochi,State Highway,Over-speeding,Minor Injury,2021,3,22,3,1,0,18.7,232,Absent,Absent,20.7
Mysuru,State Highway,Drunk Driving,Property Damage Only,2018,6,14,3,0,0,47.3,108,Functional,Present,24.3
Delhi,National Highway,Rain/Wet Road,Fatal,2022,1,10,3,1,1,67.4,153,Absent,Present,26.6
Faridabad,Coastal Road,Drunk Driving,Minor Injury,2022,2,11,2,2,0,66.4,233,Functional,Present,26.0
Allahabad,National Highway,Pothole,Property Damage Only,2023,12,3,1,3,0,75.9,572,Non-Functional,Absent,26.9
Amritsar,City Ring Road,Rain/Wet Road,Grievous Injury,2019,7,6,2,0,0,32.9,45,Functional,Absent,24.1
Mumbai,Expressway,Overloaded Vehicle,Minor Injury,2022,1,9,1,6,0,92.6,674,Non-Functional,Present,13.9
Raipur,Coastal Road,Brake Failure,Fatal,2022,12,17,2,2,0,67.5,278,Functional,Absent,30.9
Delhi,Coastal Road,Tyre Burst,Property Damage Only,2023,12,19,3,4,0,70.8,512,Functional,Absent,12.6
Meerut,National Highway,Brake Failure,Property Damage Only,2020,12,2,4,5,0,51.5,959,Functional,Present,29.3
Bhopal,Village Road,Tyre Burst,Minor Injury,2024,4,4,2,0,0,37.8,783,Absent,Present,25.4
Faridabad,City Ring Road,Over-speeding,Minor Injury,2024,9,3,2,4,0,76.2,227,Non-Functional,Present,22.7
Kanpur,Coastal Road,Rain/Wet Road,Property Damage Only,2021,10,6,3,2,0,69.4,388,Functional,Present,20.2
Visakhapatnam,Coastal Road,Overloaded Vehicle,Grievous Injury,2021,12,15,2,1,0,62.9,124,Functional,Present,19.5
Allahabad,Village Road,Pothole,Grievous Injury,2020,2,1,2,1,0,58.3,258,Functional,Present,6.4
Visakhapatnam,National Highway,Rain/Wet Road,Grievous Injury,2019,11,11,2,5,0,58.0,139,Non-Functional,Present,24.7
Mysuru,State Highway,Wrong-Side Driving,Fatal,2020,9,16,4,1,2,54.4,928,Absent,Present,14.6
Nashik,State Highway,Tyre Burst,Minor Injury,2022,4,23,4,2,0,67.4,427,Functional,Present,7.8
Varanasi,Industrial Zone,Over-speeding,Property Damage Only,2019,8,20,1,3,0,11.3,341,Functional,Absent,19.6
Guwahati,City Ring Road,Wrong-Side Driving,Minor Injury,2018,6,17,3,5,0,39.8,910,Non-Functional,Present,7.0
Delhi,Industrial Zone,Fog/Low Visibility,Property Damage Only,2020,6,13,2,2,0,48.7,490,Functional,Present,15.9
Kanpur,Hill Road,Wrong-Side Driving,Minor Injury,2022,8,5,3,0,0,78.5,135,Non-Functional,Absent,19.2
Varanasi,Village Road,Driver Fatigue,Property Damage Only,2022,10,19,2,2,0,71.3,447,Non-Functional,Absent,24.7
Pune,Hill Road,Rain/Wet Road,Minor Injury,2022,8,3,1,2,0,62.1,391,Functional,Present,21.8
Nashik,State Highway,Wrong-Side Driving,Grievous Injury,2020,8,10,3,1,0,47.7,633,Functional,Absent,16.3
Nagpur,Expressway,Wrong-Side Driving,Minor Injury,2024,4,2,4,5,0,61.5,531,Functional,Absent,20.1
Indore,Hill Road,Rain/Wet Road,Grievous Injury,2024,6,1,2,2,0,120.5,281,Functional,Absent,21.8
Nashik,Village Road,Mobile Phone Use,Minor Injury,2024,11,20,1,2,0,42.5,373,Functional,Present,9.3
Chennai,Village Road,Tyre Burst,Minor Injury,2024,11,0,1,2,0,26.3,117,Non-Functional,Present,29.6
Faridabad,Hill Road,Pothole,Minor Injury,2020,5,6,4,2,0,36.7,579,Absent,Absent,24.8
Allahabad,State Highway,Signal Jumping,Minor Injury,2024,5,11,1,0,0,71.8,895,Absent,Absent,11.5
Chennai,National Highway,Rain/Wet Road,Property Damage Only,2018,12,7,1,6,0,63.7,782,Non-Functional,Absent,26.1
Nashik,Village Road,Rain/Wet Road,Grievous Injury,2023,5,21,3,3,0,19.0,820,Non-Functional,Present,23.0
Ranchi,Expressway,Tyre Burst,Grievous Injury,2024,9,17,1,5,0,79.6,921,Non-Functional,Present,17.1
Visakhapatnam,Expressway,Tyre Burst,Grievous Injury,2018,10,2,3,5,0,44.6,81,Functional,Present,14.4
Raipur,Village Road,Pothole,Grievous Injury,2024,5,9,2,6,0,10.0,379,Functional,Absent,11.5
Mumbai,Industrial Zone,Tyre Burst,Minor Injury,2021,10,13,4,1,0,63.5,227,Functional,Absent,7.3
Lucknow,Village Road,Mobile Phone Use,Property Damage Only,2018,9,10,2,2,0,53.8,168,Non-Functional,Absent,25.4
Bengaluru,Industrial Zone,Rain/Wet Road,Property Damage Only,2024,12,8,3,6,0,51.5,448,Functional,Absent,25.2
Mysuru,Urban Arterial,Wrong-Side Driving,Property Damage Only,2023,6,14,1,5,0,31.3,678,Functional,Present,15.4
Ranchi,Village Road,Over-speeding,Minor Injury,2021,1,20,3,4,0,83.3,252,Functional,Absent,11.0
Lucknow,City Ring Road,Mobile Phone Use,Minor Injury,2021,9,22,2,4,0,52.6,679,Non-Functional,Absent,48.1
Faridabad,Hill Road,Brake Failure,Minor Injury,2019,7,20,4,1,0,68.2,730,Functional,Present,19.2
Bhopal,City Ring Road,Wrong-Side Driving,Property Damage Only,2021,7,3,1,5,0,25.1,890,Functional,Absent,14.1
Lucknow,Expressway,Brake Failure,Minor Injury,2019,2,10,2,2,0,46.9,221,Functional,Absent,8.5
Hyderabad,Urban Arterial,Wrong-Side Driving,Property Damage Only,2022,4,7,1,3,0,38.5,271,Non-Functional,Present,21.7
Chennai,National Highway,Driver Fatigue,Property Damage Only,2022,8,20,3,3,0,38.2,627,Functional,Absent,20.2
Jodhpur,Hill Road,Pedestrian Jaywalking,Minor Injury,2019,8,20,3,2,0,22.0,739,Functional,Absent,7.2
Faridabad,Coastal Road,Rain/Wet Road,Grievous Injury,2023,4,10,1,0,0,87.4,185,Functional,Present,25.2
Kochi,Coastal Road,Poor Road Condition,Grievous Injury,2022,8,11,2,5,0,66.7,890,Functional,Absent,23.1
Ghaziabad,Expressway,Over-speeding,Property Damage Only,2022,7,20,3,0,0,48.3,377,Functional,Absent,25.2
Hyderabad,Industrial Zone,Over-speeding,Property Damage Only,2018,9,21,3,1,0,41.0,28,Functional,Present,24.5
Amritsar,City Ring Road,Signal Jumping,Grievous Injury,2019,9,17,1,0,0,43.2,28,Functional,Absent,23.7
Guwahati,Coastal Road,Animal on Road,Grievous Injury,2020,7,19,3,5,0,64.8,835,Non-Functional,Absent,21.3
Indore,National Highway,Pedestrian Jaywalking,Fatal,2023,2,10,1,5,3,22.9,963,Absent,Present,11.5
Guwahati,City Ring Road,Brake Failure,Minor Injury,2018,2,11,3,2,0,74.9,418,Non-Functional,Present,16.1
Amritsar,National Highway,Rain/Wet Road,Grievous Injury,2021,8,18,2,5,0,51.0,829,Non-Functional,Absent,14.9
Agra,Coastal Road,Pothole,Fatal,2024,9,18,2,1,3,75.6,259,Functional,Absent,19.5
Bengaluru,Coastal Road,Overloaded Vehicle,Grievous Injury,2023,7,7,1,2,0,48.7,906,Functional,Present,12.8
Surat,City Ring Road,Mobile Phone Use,Property Damage Only,2023,5,4,2,6,0,52.3,518,Non-Functional,Absent,15.4
Bhopal,Industrial Zone,Rain/Wet Road,Grievous Injury,2020,4,23,1,2,0,75.1,132,Functional,Absent,19.2
Mysuru,Expressway,Poor Road Condition,Minor Injury,2019,1,9,1,2,0,51.0,703,Functional,Absent,4.0
Hyderabad,Urban Arterial,Fog/Low Visibility,Fatal,2023,11,18,4,4,1,53.2,426,Non-Functional,Absent,20.1
Ghaziabad,State Highway,Rain/Wet Road,Grievous Injury,2023,2,21,1,2,0,28.4,344,Non-Functional,Present,27.2
Faridabad,Urban Arterial,Pothole,Grievous Injury,2022,10,0,1,6,0,38.4,891,Non-Functional,Absent,8.7
Chennai,Village Road,Wrong-Side Driving,Property Damage Only,2024,12,17,4,1,0,34.7,884,Absent,Absent,11.4
